# Disease orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_symbol	H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
LINC02502	ENSG00000250392.3	lncRNA	ENSMUSG00000102679.3	lncRNA	many-to-many	GENCODE.v47vsM36
OVCH1-AS1	ENSG00000257599.6	lncRNA	ENSMUSG00000102869.5	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01106	ENSG00000175772.12	lncRNA	ENSMUSG00000121381.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR23AHG	ENSG00000267519.7	lncRNA	ENSMUSG00000103593.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00683	ENSG00000266256.4	lncRNA	ENSMUSG00000126788.1	lncRNA	one-to-many	GENCODE.v47vsM36
MZF1-AS1	ENSG00000267858.9	lncRNA	ENSMUSG00000124114.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01473	ENSG00000237877.9	lncRNA	ENSMUSG00000102082.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000121402.2	lncRNA	many-to-many	GENCODE.v47vsM36
MEF2C-AS1	ENSG00000248309.10	lncRNA	ENSMUSG00000127433.1	lncRNA	many-to-many	GENCODE.v47vsM36
MALAT1	ENSG00000251562.12	lncRNA	ENSMUSG00000092341.7	lncRNA	many-to-many	GENCODE.v47vsM36
CYP1B1-AS1	ENSG00000232973.15	lncRNA	ENSMUSG00000117616.3	lncRNA	one-to-many	GENCODE.v47vsM36
NOP14-AS1	ENSG00000249673.10	lncRNA	ENSMUSG00000085166.3	lncRNA	one-to-one	GENCODE.v47vsM36
MIR155HG	ENSG00000234883.8	lncRNA	ENSMUSG00000138952.1	lncRNA	one-to-many	GENCODE.v47vsM36
SOCS3-DT	ENSG00000266970.4	lncRNA	ENSMUSG00000133133.1	lncRNA	many-to-many	GENCODE.v47vsM36
ADAMTS9-AS2	ENSG00000241684.9	lncRNA	ENSMUSG00000097462.10	lncRNA	one-to-many	GENCODE.v47vsM36
CHASERR	ENSG00000272888.9	lncRNA	ENSMUSG00000101970.11	lncRNA	many-to-many	GENCODE.v47vsM36
MIR181A1HG	ENSG00000229989.7	lncRNA	ENSMUSG00000103427.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00968	ENSG00000246430.10	lncRNA	ENSMUSG00000130082.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00588	ENSG00000215117.7	lncRNA	ENSMUSG00000142950.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000232732	ENSG00000232732.12	lncRNA	ENSMUSG00000097519.5	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000284116	ENSG00000284116.2	lncRNA	ENSMUSG00000130910.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01956	ENSG00000258910.4	lncRNA	ENSMUSG00000099957.6	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000273840	ENSG00000273840.2	lncRNA	ENSMUSG00000131356.1	lncRNA	many-to-many	GENCODE.v47vsM36
DARS1-AS1	ENSG00000231890.11	lncRNA	ENSMUSG00000141506.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01666	ENSG00000279579.4	lncRNA	ENSMUSG00000074404.7	lncRNA	many-to-many	GENCODE.v47vsM36
MIR548A1HG	ENSG00000283408.3	lncRNA	ENSMUSG00000129812.1	lncRNA	one-to-half	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000137336.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02567	ENSG00000237552.2	lncRNA	ENSMUSG00000090017.4	lncRNA	one-to-one	GENCODE.v47vsM36
CFL1P1	ENSG00000290782.2	lncRNA	ENSMUSG00000120470.2	lncRNA	one-to-many	GENCODE.v47vsM36
SEC23A-AS1	ENSG00000258651.2	lncRNA	ENSMUSG00000137957.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00575	ENSG00000231782.7	lncRNA	ENSMUSG00000144029.1	lncRNA	one-to-one	GENCODE.v47vsM36
MYCBP2-AS1	ENSG00000236051.7	lncRNA	ENSMUSG00000139609.1	lncRNA	one-to-one	GENCODE.v47vsM36
ITFG2-AS1	ENSG00000258325.3	lncRNA	ENSMUSG00000136962.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01800	ENSG00000234572.2	lncRNA	ENSMUSG00000123902.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01606	ENSG00000253301.7	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
RRS1-DT	ENSG00000246145.2	lncRNA	ENSMUSG00000121813.2	lncRNA	many-to-many	GENCODE.v47vsM36
ID2-AS1	ENSG00000235092.8	lncRNA	ENSMUSG00000127650.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00840	ENSG00000226808.4	lncRNA	ENSMUSG00000099869.8	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01572	ENSG00000261008.10	lncRNA	ENSMUSG00000122685.1	lncRNA	many-to-many	GENCODE.v47vsM36
NEAT1	ENSG00000245532.12	lncRNA	ENSMUSG00000092274.6	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01431	ENSG00000232645.8	lncRNA	ENSMUSG00000133896.1	lncRNA	one-to-one	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000108875.3	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000274253	ENSG00000274253.7	lncRNA	ENSMUSG00000120037.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01359	ENSG00000226891.10	lncRNA	ENSMUSG00000130513.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02360	ENSG00000248300.2	lncRNA	ENSMUSG00000107070.2	lncRNA	one-to-one	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000100510.10	lncRNA	many-to-many	GENCODE.v47vsM36
KMT2E-AS1	ENSG00000239569.6	lncRNA	ENSMUSG00000073147.6	lncRNA	one-to-many	GENCODE.v47vsM36
MIR99AHG	ENSG00000215386.16	lncRNA	ENSMUSG00000102854.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01763	ENSG00000225446.4	lncRNA	ENSMUSG00000101237.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000280291	ENSG00000280291.1	lncRNA	ENSMUSG00000100005.10	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00390	ENSG00000226519.5	lncRNA	ENSMUSG00000115596.3	lncRNA	many-to-many	GENCODE.v47vsM36
LIPE-AS1	ENSG00000213904.12	lncRNA	ENSMUSG00000053714.11	lncRNA	one-to-many	GENCODE.v47vsM36
ARHGAP5-AS1	ENSG00000258655.3	lncRNA	ENSMUSG00000112437.3	lncRNA	one-to-many	GENCODE.v47vsM36
SLC44A3-AS1	ENSG00000293271.2	lncRNA	ENSMUSG00000097124.4	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000126709.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02295	ENSG00000258511.3	lncRNA	ENSMUSG00000132770.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02114	ENSG00000249521.2	lncRNA	ENSMUSG00000102303.2	lncRNA	one-to-one	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000079505.4	lncRNA	many-to-many	GENCODE.v47vsM36
PM20D1-AS1	ENSG00000286619.1	lncRNA	ENSMUSG00000137993.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02228	ENSG00000251273.5	lncRNA	ENSMUSG00000104222.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01159	ENSG00000229743.7	lncRNA	ENSMUSG00000097063.6	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01493	ENSG00000254562.8	lncRNA	ENSMUSG00000101186.2	lncRNA	one-to-one	GENCODE.v47vsM36
SLC38A4-AS1	ENSG00000257261.8	lncRNA	ENSMUSG00000128721.1	lncRNA	one-to-many	GENCODE.v47vsM36
SPATA13	ENSG00000228741.2	lncRNA	ENSMUSG00000101797.4	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000274270	ENSG00000274270.2	lncRNA	ENSMUSG00000142510.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00398	ENSG00000237879.3	lncRNA	ENSMUSG00000107271.5	lncRNA	many-to-many	GENCODE.v47vsM36
CMAHP	ENSG00000293489.2	lncRNA	ENSMUSG00000134316.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000121786.2	lncRNA	many-to-many	GENCODE.v47vsM36
GDNF-AS1	ENSG00000248587.9	lncRNA	ENSMUSG00000103142.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01396	ENSG00000273396.4	lncRNA	ENSMUSG00000129890.1	lncRNA	one-to-one	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000129282.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000274270	ENSG00000274270.2	lncRNA	ENSMUSG00000104187.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01798	ENSG00000232046.9	lncRNA	ENSMUSG00000099449.2	lncRNA	one-to-many	GENCODE.v47vsM36
GATA3-AS1	ENSG00000197308.10	lncRNA	ENSMUSG00000025783.4	lncRNA	one-to-many	GENCODE.v47vsM36
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000074404.7	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00486	ENSG00000230876.9	lncRNA	ENSMUSG00000117342.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01089	ENSG00000212694.8	lncRNA	ENSMUSG00000090086.10	lncRNA	one-to-many	GENCODE.v47vsM36
CXXC4-AS1	ENSG00000245384.3	lncRNA	ENSMUSG00000106069.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00963	ENSG00000204054.15	lncRNA	ENSMUSG00000135672.1	lncRNA	one-to-many	GENCODE.v47vsM36
NR2F2-AS1	ENSG00000247809.12	lncRNA	ENSMUSG00000109028.2	lncRNA	one-to-many	GENCODE.v47vsM36
WTAPP1	ENSG00000293047.2	lncRNA	ENSMUSG00000139314.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02327	ENSG00000258038.7	lncRNA	ENSMUSG00000120526.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00595	ENSG00000230417.13	lncRNA	ENSMUSG00000089887.4	lncRNA	many-to-many	GENCODE.v47vsM36
FAM197Y5	ENSG00000290330.1	lncRNA	ENSMUSG00000121462.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000269082	ENSG00000269082.1	lncRNA	ENSMUSG00000128018.1	lncRNA	many-to-many	GENCODE.v47vsM36
SOX1-OT	ENSG00000224243.3	lncRNA	ENSMUSG00000047935.20	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01088	ENSG00000249307.9	lncRNA	ENSMUSG00000104736.3	lncRNA	one-to-many	GENCODE.v47vsM36
MRPS30-DT	ENSG00000251141.7	lncRNA	ENSMUSG00000097411.3	lncRNA	one-to-many	GENCODE.v47vsM36
HLA-F-AS1	ENSG00000214922.10	lncRNA	ENSMUSG00000134929.1	lncRNA	many-to-many	GENCODE.v47vsM36
SAMMSON	ENSG00000240405.8	lncRNA	ENSMUSG00000107902.3	lncRNA	many-to-many	GENCODE.v47vsM36
FLJ13224	ENSG00000177340.5	lncRNA	ENSMUSG00000085355.5	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000231183	ENSG00000231183.5	lncRNA	ENSMUSG00000103302.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01849	ENSG00000234988.5	lncRNA	ENSMUSG00000135611.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01817	ENSG00000231420.2	lncRNA	ENSMUSG00000126632.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01412	ENSG00000232606.4	lncRNA	ENSMUSG00000120385.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01159	ENSG00000229743.7	lncRNA	ENSMUSG00000060424.17	lncRNA	many-to-many	GENCODE.v47vsM36
CSPG4P1Y	ENSG00000240450.1	lncRNA	ENSMUSG00000136663.1	lncRNA	many-to-many	GENCODE.v47vsM36
EMX2OS	ENSG00000229847.10	lncRNA	ENSMUSG00000087095.5	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02015	ENSG00000231574.8	lncRNA	ENSMUSG00000125870.1	lncRNA	one-to-many	GENCODE.v47vsM36
DIO2-AS1	ENSG00000258766.2	lncRNA	ENSMUSG00000097157.4	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000284052	ENSG00000284052.2	lncRNA	ENSMUSG00000100120.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000280147	ENSG00000280147.1	lncRNA	ENSMUSG00000109819.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01117	ENSG00000224577.5	lncRNA	ENSMUSG00000123474.1	lncRNA	one-to-many	GENCODE.v47vsM36
MIR670HG	ENSG00000235661.4	lncRNA	ENSMUSG00000075020.9	lncRNA	many-to-many	GENCODE.v47vsM36
ANKRD20A5P	ENSG00000293697.2	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01755	ENSG00000233079.4	lncRNA	ENSMUSG00000085790.3	lncRNA	one-to-many	GENCODE.v47vsM36
STPG3-AS1	ENSG00000275549.1	lncRNA	ENSMUSG00000138353.1	lncRNA	one-to-one	GENCODE.v47vsM36
PGR-AS1	ENSG00000282728.2	lncRNA	ENSMUSG00000111602.3	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000279048	ENSG00000279048.2	lncRNA	ENSMUSG00000141788.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000283341	ENSG00000283341.5	lncRNA	ENSMUSG00000075020.9	lncRNA	one-to-many	GENCODE.v47vsM36
TPRG1-AS1	ENSG00000234076.3	lncRNA	ENSMUSG00000120515.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000262362	ENSG00000262362.2	lncRNA	ENSMUSG00000143194.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000121829.1	lncRNA	many-to-many	GENCODE.v47vsM36
NORAD	ENSG00000260032.3	lncRNA	ENSMUSG00000128663.1	lncRNA	one-to-many	GENCODE.v47vsM36
POLR1HASP	ENSG00000293508.2	lncRNA	ENSMUSG00000038311.16	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000284116	ENSG00000284116.2	lncRNA	ENSMUSG00000104117.7	lncRNA	many-to-many	GENCODE.v47vsM36
DANCR	ENSG00000226950.8	lncRNA	ENSMUSG00000106943.5	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000265408	ENSG00000265408.1	lncRNA	ENSMUSG00000023737.16	lncRNA	many-to-many	GENCODE.v47vsM36
RBMS3-AS3	ENSG00000235904.4	lncRNA	ENSMUSG00000079669.5	lncRNA	one-to-one	GENCODE.v47vsM36
DIRC3	ENSG00000231672.9	lncRNA	ENSMUSG00000100444.2	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000280211	ENSG00000280211.1	lncRNA	ENSMUSG00000099579.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01709	ENSG00000226715.5	lncRNA	ENSMUSG00000126632.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01133	ENSG00000224259.10	lncRNA	ENSMUSG00000136834.1	lncRNA	one-to-many	GENCODE.v47vsM36
SGMS1-AS1	ENSG00000226200.8	lncRNA	ENSMUSG00000097787.5	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01412	ENSG00000232606.4	lncRNA	ENSMUSG00000086710.3	lncRNA	many-to-many	GENCODE.v47vsM36
NIHCOLE	ENSG00000251026.3	lncRNA	ENSMUSG00000125107.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00486	ENSG00000230876.9	lncRNA	ENSMUSG00000131699.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01400	ENSG00000232920.2	lncRNA	ENSMUSG00000121391.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01625	ENSG00000238099.4	lncRNA	ENSMUSG00000129874.1	lncRNA	one-to-one	GENCODE.v47vsM36
NMBR-AS1	ENSG00000236822.1	lncRNA	ENSMUSG00000096963.2	lncRNA	one-to-one	GENCODE.v47vsM36
BASP1-AS1	ENSG00000215196.6	lncRNA	ENSMUSG00000115729.3	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00427	ENSG00000236463.2	lncRNA	ENSMUSG00000085639.3	lncRNA	one-to-many	GENCODE.v47vsM36
FAM238C	ENSG00000290706.2	lncRNA	ENSMUSG00000139670.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01732	ENSG00000237292.2	lncRNA	ENSMUSG00000096950.4	lncRNA	one-to-many	GENCODE.v47vsM36
LINC00623	ENSG00000226067.8	lncRNA	ENSMUSG00000132112.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00588	ENSG00000215117.7	lncRNA	ENSMUSG00000110554.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01588	ENSG00000214900.14	lncRNA	ENSMUSG00000128179.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000273784	ENSG00000273784.6	lncRNA	ENSMUSG00000135158.1	lncRNA	many-to-many	GENCODE.v47vsM36
MIR124-1HG	ENSG00000253230.12	lncRNA	ENSMUSG00000097545.10	lncRNA	many-to-many	GENCODE.v47vsM36
MIR100HG	ENSG00000255248.11	lncRNA	ENSMUSG00000121829.1	lncRNA	many-to-many	GENCODE.v47vsM36
SRRM2-AS1	ENSG00000205913.8	lncRNA	ENSMUSG00000140115.1	lncRNA	one-to-one	GENCODE.v47vsM36
PLUT	ENSG00000247381.3	lncRNA	ENSMUSG00000092570.9	lncRNA	one-to-many	GENCODE.v47vsM36
LINC-PINT	ENSG00000231721.9	lncRNA	ENSMUSG00000104030.2	lncRNA	one-to-many	GENCODE.v47vsM36
LINC01709	ENSG00000226715.5	lncRNA	ENSMUSG00000139890.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02289	ENSG00000258819.3	lncRNA	ENSMUSG00000140258.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02133	ENSG00000261231.7	lncRNA	ENSMUSG00000127294.1	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00595	ENSG00000230417.13	lncRNA	ENSMUSG00000114288.3	lncRNA	one-to-many	GENCODE.v47vsM36
OGFRP1	ENSG00000182057.6	lncRNA	ENSMUSG00000100199.3	lncRNA	one-to-one	GENCODE.v47vsM36
UBAC2-AS1	ENSG00000228889.10	lncRNA	ENSMUSG00000121717.1	lncRNA	many-to-many	GENCODE.v47vsM36
PITPNA-AS1	ENSG00000236618.4	lncRNA	ENSMUSG00000123200.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000260108	ENSG00000260108.1	lncRNA	ENSMUSG00000102271.2	lncRNA	many-to-many	GENCODE.v47vsM36
GATA2-AS1	ENSG00000244300.4	lncRNA	ENSMUSG00000108010.3	lncRNA	one-to-many	GENCODE.v47vsM36
HOTAIRM1	ENSG00000233429.9	lncRNA	ENSMUSG00000087658.4	lncRNA	one-to-many	GENCODE.v47vsM36
ANKRD62P1-PARP4P3	ENSG00000189295.13	lncRNA	ENSMUSG00000130761.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000279043	ENSG00000279043.1	lncRNA	ENSMUSG00000130402.1	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000265408	ENSG00000265408.1	lncRNA	ENSMUSG00000121425.1	lncRNA	many-to-many	GENCODE.v47vsM36
TARID	ENSG00000227954.8	lncRNA	ENSMUSG00000112397.4	lncRNA	one-to-one	GENCODE.v47vsM36
ANKRD36BP2	ENSG00000291127.2	lncRNA	ENSMUSG00000121903.1	lncRNA	many-to-many	GENCODE.v47vsM36
SAMMSON	ENSG00000240405.8	lncRNA	ENSMUSG00000128381.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02514	ENSG00000250042.1	lncRNA	ENSMUSG00000102378.2	lncRNA	one-to-one	GENCODE.v47vsM36
DLG5-AS1	ENSG00000233871.3	lncRNA	ENSMUSG00000114630.3	lncRNA	one-to-many	GENCODE.v47vsM36
CYP4F26P	ENSG00000226562.6	lncRNA	ENSMUSG00000121336.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000273244	ENSG00000273244.1	lncRNA	ENSMUSG00000074404.7	lncRNA	many-to-many	GENCODE.v47vsM36
ERCC6L2-AS1	ENSG00000175611.15	lncRNA	ENSMUSG00000121054.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC00960	ENSG00000242516.5	lncRNA	ENSMUSG00000131208.1	lncRNA	many-to-many	GENCODE.v47vsM36
HOXB-AS3	ENSG00000233101.11	lncRNA	ENSMUSG00000085645.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00943	ENSG00000189238.7	lncRNA	ENSMUSG00000104175.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02327	ENSG00000258038.7	lncRNA	ENSMUSG00000104861.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01574	ENSG00000248859.3	lncRNA	ENSMUSG00000125900.1	lncRNA	one-to-many	GENCODE.v47vsM36
ZNF407-AS1	ENSG00000264247.3	lncRNA	ENSMUSG00000120353.2	lncRNA	one-to-one	GENCODE.v47vsM36
ANKRD20A5P	ENSG00000293697.2	lncRNA	ENSMUSG00000138030.1	lncRNA	many-to-many	GENCODE.v47vsM36
BHLHE40-AS1	ENSG00000235831.9	lncRNA	ENSMUSG00000087341.6	lncRNA	one-to-one	GENCODE.v47vsM36
PCOLCE-AS1	ENSG00000224729.7	lncRNA	ENSMUSG00000106617.2	lncRNA	many-to-many	GENCODE.v47vsM36
CDH18-AS1	ENSG00000249854.4	lncRNA	ENSMUSG00000120310.2	lncRNA	one-to-many	GENCODE.v47vsM36
TMEM147-AS1	ENSG00000236144.10	lncRNA	ENSMUSG00000097320.10	lncRNA	many-to-many	GENCODE.v47vsM36
MIR181A1HG	ENSG00000229989.7	lncRNA	ENSMUSG00000103038.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01301	ENSG00000251396.10	lncRNA	ENSMUSG00000123256.1	lncRNA	one-to-one	GENCODE.v47vsM36
SOX2-OT	ENSG00000242808.13	lncRNA	ENSMUSG00000105265.8	lncRNA	many-to-many	GENCODE.v47vsM36
WAC-AS1	ENSG00000254635.7	lncRNA	ENSMUSG00000117505.2	lncRNA	one-to-one	GENCODE.v47vsM36
ENSG00000280291	ENSG00000280291.1	lncRNA	ENSMUSG00000109021.3	lncRNA	many-to-many	GENCODE.v47vsM36
MCM3AP-AS1	ENSG00000215424.11	lncRNA	ENSMUSG00000124407.1	lncRNA	one-to-one	GENCODE.v47vsM36
LACTB2-AS1	ENSG00000246366.8	lncRNA	ENSMUSG00000120948.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC01815	ENSG00000235519.4	lncRNA	ENSMUSG00000128549.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000273328	ENSG00000273328.5	lncRNA	ENSMUSG00000111053.2	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000226824	ENSG00000226824.9	lncRNA	ENSMUSG00000124602.1	lncRNA	many-to-many	GENCODE.v47vsM36
MEG8	ENSG00000225746.15	lncRNA	ENSMUSG00000098202.3	lncRNA	one-to-many	GENCODE.v47vsM36
SNHG20	ENSG00000234912.12	lncRNA	ENSMUSG00000086859.7	lncRNA	many-to-many	GENCODE.v47vsM36
SNHG16	ENSG00000163597.18	lncRNA	ENSMUSG00000020812.21	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000243008	ENSG00000243008.4	lncRNA	ENSMUSG00000129944.1	lncRNA	many-to-many	GENCODE.v47vsM36
GLIDR	ENSG00000278175.7	lncRNA	ENSMUSG00000137929.1	lncRNA	many-to-many	GENCODE.v47vsM36
HCG11	ENSG00000228223.4	lncRNA	ENSMUSG00000128663.1	lncRNA	many-to-many	GENCODE.v47vsM36
COPG2IT1	ENSG00000286214.1	lncRNA	ENSMUSG00000123602.1	lncRNA	one-to-many	GENCODE.v47vsM36
LINC02356	ENSG00000257595.4	lncRNA	ENSMUSG00000131264.1	lncRNA	one-to-many	GENCODE.v47vsM36
ENSG00000279196	ENSG00000279196.1	lncRNA	ENSMUSG00000108402.2	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02389	ENSG00000255693.4	lncRNA	ENSMUSG00000112846.3	lncRNA	many-to-many	GENCODE.v47vsM36
ABALON	ENSG00000281376.1	lncRNA	ENSMUSG00000128466.1	lncRNA	one-to-one	GENCODE.v47vsM36
MIF-AS1	ENSG00000218537.1	lncRNA	ENSMUSG00000086381.2	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02142	ENSG00000223597.4	lncRNA	ENSMUSG00000120037.2	lncRNA	one-to-many	GENCODE.v47vsM36
MIR1-1HG	ENSG00000174407.16	lncRNA	ENSMUSG00000140465.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000271434	ENSG00000271434.3	lncRNA	ENSMUSG00000087657.9	lncRNA	one-to-one	GENCODE.v47vsM36
HULC	ENSG00000285219.5	lncRNA	ENSMUSG00000096932.4	lncRNA	one-to-many	GENCODE.v47vsM36
CXXC4-AS1	ENSG00000245384.3	lncRNA	ENSMUSG00000097911.4	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01399	ENSG00000293220.2	lncRNA	ENSMUSG00000100357.3	lncRNA	many-to-many	GENCODE.v47vsM36
LINC02142	ENSG00000223597.4	lncRNA	ENSMUSG00000138136.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000225649	ENSG00000225649.8	lncRNA	ENSMUSG00000130357.1	lncRNA	many-to-many	GENCODE.v47vsM36
SAMMSON	ENSG00000240405.8	lncRNA	ENSMUSG00000132436.1	lncRNA	one-to-many	GENCODE.v47vsM36
FAM85B	ENSG00000253893.3	lncRNA	ENSMUSG00000132127.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC01837	ENSG00000267489.6	lncRNA	ENSMUSG00000131626.1	lncRNA	many-to-many	GENCODE.v47vsM36
ENSG00000259868	ENSG00000259868.4	lncRNA	ENSMUSG00000115060.3	lncRNA	one-to-one	GENCODE.v47vsM36
LINC02449	ENSG00000215241.5	lncRNA	ENSMUSG00000087168.3	lncRNA	one-to-many	GENCODE.v47vsM36
IL12A-AS1	ENSG00000244040.8	lncRNA	ENSMUSG00000091272.3	lncRNA	many-to-many	GENCODE.v47vsM36
PGM5P3-AS1	ENSG00000277631.8	lncRNA	ENSMUSG00000137730.1	lncRNA	many-to-many	GENCODE.v47vsM36
LINC00934	ENSG00000281196.2	lncRNA	ENSMUSG00000086715.3	lncRNA	one-to-one	GENCODE.v47vsM36
RPSAP52	ENSG00000293176.2	lncRNA	ENSMUSG00000132781.1	lncRNA	many-to-many	GENCODE.v47vsM36
TRAF3IP2-AS1	ENSG00000231889.10	lncRNA	ENSMUSG00000087177.10	lncRNA	one-to-many	GENCODE.v47vsM36
ZBED3-AS1	ENSG00000250802.8	lncRNA	ENSMUSG00000109106.3	lncRNA	many-to-many	GENCODE.v47vsM36
