mm39	mm39 gene type	hg38	hg38 gene type	orthology type
ENSMUSG00000088228.3	ncRNA	ENSG00000230734.1	other	many-to-many
ENSMUSG00000073448.5	pc	ENSG00000228014.1	other	many-to-many
ENSMUSG00000111079.3	lncRNA	ENSG00000144648.16	pc	many-to-many
ENSMUSG00000103255.2	pc	ENSG00000204961.7	pc	many-to-many
ENSMUSG00000102865.2	lncRNA	ENSG00000163904.13	pc	one-to-many
ENSMUSG00000065475.4	ncRNA	ENSG00000207864.3	ncRNA	one-to-many
ENSMUSG00000074489.10	pc	ENSG00000260238.6	pc	many-to-many
ENSMUSG00000028795.16	pc	ENSG00000160050.16	pc	one-to-one
ENSMUSG00000126689.1	lncRNA	ENSG00000109689.20	pc	one-to-many
ENSMUSG00000044039.5	pc	ENSG00000240361.3	other	many-to-many
ENSMUSG00000040913.12	pc	ENSG00000107829.15	pc	one-to-many
ENSMUSG00000031390.9	pc	ENSG00000126895.16	pc	one-to-one
ENSMUSG00000113811.3	lncRNA	ENSG00000266302.6	pc	many-to-many
ENSMUSG00000059461.8	other	ENSG00000307499.1	lncRNA	many-to-many
ENSMUSG00000027206.14	pc	ENSG00000225078.2	other	many-to-many
ENSMUSG00000100416.2	lncRNA	ENSG00000251543.2	lncRNA	one-to-one
ENSMUSG00000090576.4	lncRNA	ENSG00000306006.1	lncRNA	one-to-one
ENSMUSG00000031134.17	pc	ENSG00000231436.1	other	many-to-many
ENSMUSG00000116587.3	lncRNA	ENSG00000132967.11	other	many-to-many
ENSMUSG00000005763.16	pc	ENSG00000198821.12	pc	one-to-many
ENSMUSG00000109305.2	pc	ENSG00000284713.2	pc	one-to-one
ENSMUSG00000024145.7	pc	ENSG00000234881.1	other	many-to-many
ENSMUSG00000027006.14	pc	ENSG00000077232.19	pc	one-to-many
ENSMUSG00000082294.3	other	ENSG00000114491.14	pc	one-to-many
ENSMUSG00000030654.10	pc	ENSG00000255014.1	other	many-to-many
ENSMUSG00000030659.15	pc	ENSG00000070081.18	pc	one-to-many
ENSMUSG00000026825.18	pc	ENSG00000235370.7	other	many-to-many
ENSMUSG00000129172.1	lncRNA	ENSG00000233627.2	lncRNA	one-to-one
ENSMUSG00000071415.7	pc	ENSG00000125691.15	pc	one-to-many
ENSMUSG00000026872.19	pc	ENSG00000169554.23	pc	many-to-many
ENSMUSG00000062687.7	pc	ENSG00000178556.8	other	many-to-many
ENSMUSG00000097448.3	lncRNA	ENSG00000273093.1	lncRNA	many-to-many
ENSMUSG00000095976.3	pc	ENSG00000239503.1	other	one-to-many
ENSMUSG00000065248.3	ncRNA	ENSG00000206799.1	ncRNA	many-to-many
ENSMUSG00000024727.10	pc	ENSG00000119121.23	pc	one-to-one
ENSMUSG00000102820.3	lncRNA	ENSG00000301244.1	lncRNA	many-to-many
ENSMUSG00000027376.16	pc	ENSG00000155066.16	pc	one-to-one
ENSMUSG00000100037.2	lncRNA	ENSG00000158711.14	pc	many-to-many
ENSMUSG00000006056.15	pc	ENSG00000123171.8	pc	many-to-many
ENSMUSG00000054568.8	pc	ENSG00000227140.3	pc	one-to-many
ENSMUSG00000074092.6	other	ENSG00000227425.1	other	many-to-many
ENSMUSG00000062014.15	pc	ENSG00000243495.1	other	one-to-many
ENSMUSG00000082932.4	pc	ENSG00000134716.11	pc	one-to-many
ENSMUSG00000080824.2	other	ENSG00000228958.1	other	many-to-many
ENSMUSG00000130640.1	lncRNA	ENSG00000301894.1	lncRNA	one-to-one
ENSMUSG00000031885.15	pc	ENSG00000067955.15	pc	one-to-one
ENSMUSG00000113640.2	pc	ENSG00000213638.6	pc	many-to-many
ENSMUSG00000031590.9	pc	ENSG00000287288.2	lncRNA	many-to-many
ENSMUSG00000025081.14	pc	ENSG00000095627.10	pc	one-to-many
ENSMUSG00000079560.14	pc	ENSG00000273433.1	lncRNA	many-to-many
ENSMUSG00000116864.2	other	ENSG00000250997.1	other	many-to-many
ENSMUSG00000051098.7	pc	ENSG00000176055.10	pc	one-to-many
ENSMUSG00000025043.4	pc	ENSG00000189037.8	pc	one-to-one
ENSMUSG00000037477.9	pc	ENSG00000167800.10	pc	one-to-one
ENSMUSG00000027790.15	pc	ENSG00000297822.1	lncRNA	many-to-many
ENSMUSG00000109300.2	other	ENSG00000134376.17	pc	one-to-many
ENSMUSG00000114432.2	pc	ENSG00000135047.16	pc	one-to-many
ENSMUSG00000097333.8	pc	ENSG00000131127.14	pc	many-to-many
ENSMUSG00000136278.1	lncRNA	ENSG00000253522.7	lncRNA	many-to-many
ENSMUSG00000037419.10	pc	ENSG00000149218.5	pc	one-to-one
ENSMUSG00000116631.2	other	ENSG00000132967.11	other	many-to-many
ENSMUSG00000130617.1	lncRNA	ENSG00000278249.1	ncRNA	many-to-many
ENSMUSG00000078193.3	pc	ENSG00000174418.7	other	many-to-many
ENSMUSG00000046585.10	pc	ENSG00000120051.15	pc	one-to-one
ENSMUSG00000018040.10	pc	ENSG00000189306.12	pc	many-to-many
ENSMUSG00000031516.12	pc	ENSG00000270870.1	other	many-to-many
ENSMUSG00000027371.11	pc	ENSG00000231584.11	other	one-to-many
ENSMUSG00000112162.2	other	ENSG00000229357.1	other	one-to-many
ENSMUSG00000004929.13	pc	ENSG00000172009.15	pc	one-to-one
ENSMUSG00000032911.7	pc	ENSG00000240450.1	lncRNA	many-to-many
ENSMUSG00000004880.12	pc	ENSG00000143815.15	pc	one-to-one
ENSMUSG00000088088.2	ncRNA	ENSG00000303858.1	lncRNA	many-to-many
ENSMUSG00000064513.3	ncRNA	ENSG00000202231.1	ncRNA	many-to-many
ENSMUSG00000103707.6	pc	ENSG00000239389.8	pc	many-to-many
ENSMUSG00000025917.10	pc	ENSG00000178125.15	pc	many-to-many
ENSMUSG00000063895.8	pc	ENSG00000139496.18	pc	many-to-many
ENSMUSG00000091721.5	pc	ENSG00000250298.6	pc	one-to-one
ENSMUSG00000000223.14	pc	ENSG00000102385.13	pc	one-to-one
ENSMUSG00000069300.4	pc	ENSG00000291310.1	other	one-to-many
ENSMUSG00000038500.16	pc	ENSG00000238138.1	other	many-to-many
ENSMUSG00000026519.17	pc	ENSG00000196187.12	pc	one-to-many
ENSMUSG00002076982.1	ncRNA	ENSG00000275231.1	ncRNA	many-to-many
ENSMUSG00000032480.18	pc	ENSG00000274420.1	ncRNA	many-to-many
ENSMUSG00000027810.15	pc	ENSG00000271568.1	other	one-to-many
ENSMUSG00000054360.5	pc	ENSG00000188909.5	pc	one-to-one
ENSMUSG00000029647.16	pc	ENSG00000152520.14	pc	one-to-one
ENSMUSG00000000804.15	pc	ENSG00000233327.12	other	many-to-many
ENSMUSG00000032715.10	pc	ENSG00000101255.13	pc	one-to-one
ENSMUSG00000066896.7	pc	ENSG00000254447.4	lncRNA	many-to-many
ENSMUSG00000024927.9	pc	ENSG00000173039.20	pc	one-to-many
ENSMUSG00000084604.3	ncRNA	ENSG00000202293.1	ncRNA	many-to-many
ENSMUSG00000045078.13	pc	ENSG00000288620.1	other	many-to-many
ENSMUSG00000106180.2	other	ENSG00000235602.5	other	one-to-many
ENSMUSG00000103118.2	lncRNA	ENSG00000250608.3	lncRNA	one-to-many
ENSMUSG00000027170.13	pc	ENSG00000149100.13	pc	one-to-many
ENSMUSG00000020640.11	pc	ENSG00000291027.2	lncRNA	many-to-many
ENSMUSG00000027613.16	pc	ENSG00000242372.9	pc	many-to-many
ENSMUSG00000136631.1	lncRNA	ENSG00000119125.17	pc	one-to-many
ENSMUSG00000089144.3	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000106776.2	lncRNA	ENSG00000286089.1	lncRNA	many-to-many
ENSMUSG00000104551.2	other	ENSG00000242371.1	other	one-to-many
ENSMUSG00000042202.16	pc	ENSG00000189339.12	pc	many-to-many
ENSMUSG00000117468.2	other	ENSG00000241146.1	other	many-to-many
ENSMUSG00000020354.16	pc	ENSG00000298352.1	lncRNA	one-to-many
ENSMUSG00000095136.2	other	ENSG00000239622.1	other	one-to-many
ENSMUSG00000034353.15	pc	ENSG00000132329.11	pc	one-to-one
ENSMUSG00002076929.1	ncRNA	ENSG00000278218.1	ncRNA	many-to-many
ENSMUSG00000043924.17	pc	ENSG00000184454.7	pc	one-to-one
ENSMUSG00000039621.14	pc	ENSG00000124126.14	pc	one-to-one
ENSMUSG00000066383.8	pc	ENSG00000173389.16	pc	one-to-many
ENSMUSG00000020589.18	pc	ENSG00000279663.3	lncRNA	one-to-many
ENSMUSG00000104894.6	lncRNA	ENSG00000301938.1	lncRNA	one-to-one
ENSMUSG00000020848.8	pc	ENSG00000294760.1	lncRNA	many-to-many
ENSMUSG00000100131.2	other	ENSG00000225959.1	other	many-to-many
ENSMUSG00000106217.2	other	ENSG00000228232.1	other	one-to-many
ENSMUSG00000110916.3	lncRNA	ENSG00000254968.9	lncRNA	one-to-many
ENSMUSG00000097755.5	lncRNA	ENSG00000120709.11	pc	one-to-many
ENSMUSG00000044145.3	pc	ENSG00000206203.5	pc	one-to-many
ENSMUSG00000018830.11	pc	ENSG00000133392.19	pc	one-to-one
ENSMUSG00000128555.1	lncRNA	ENSG00000306436.1	lncRNA	one-to-one
ENSMUSG00000022679.14	pc	ENSG00000302389.1	lncRNA	many-to-many
ENSMUSG00000099974.2	pc	ENSG00000288592.2	other	many-to-many
ENSMUSG00000026484.14	pc	ENSG00000121481.12	pc	one-to-many
ENSMUSG00000082189.2	other	ENSG00000197258.5	other	many-to-many
ENSMUSG00000046687.7	other	ENSG00000237437.1	other	many-to-many
ENSMUSG00000080850.2	other	ENSG00000259173.2	other	one-to-many
ENSMUSG00000021911.17	pc	ENSG00000286793.1	other	many-to-many
ENSMUSG00000065411.4	ncRNA	ENSG00000267532.7	lncRNA	many-to-many
ENSMUSG00000121839.1	lncRNA	ENSG00000303230.1	lncRNA	many-to-many
ENSMUSG00000086526.4	lncRNA	ENSG00000105220.17	pc	one-to-many
ENSMUSG00000079049.10	pc	ENSG00000021355.13	pc	one-to-many
ENSMUSG00000118306.2	other	ENSG00000226084.5	other	one-to-many
ENSMUSG00000113748.2	other	ENSG00000119392.16	pc	one-to-many
ENSMUSG00000030655.16	pc	ENSG00000180747.16	other	many-to-many
ENSMUSG00000103499.7	other	ENSG00000164691.19	pc	many-to-many
ENSMUSG00000086688.5	other	ENSG00000240002.1	other	many-to-many
ENSMUSG00000108722.4	lncRNA	ENSG00000298800.1	lncRNA	one-to-one
ENSMUSG00000025932.15	pc	ENSG00000104313.20	pc	one-to-many
ENSMUSG00000067528.4	pc	ENSG00000254466.2	pc	one-to-many
ENSMUSG00000067194.7	pc	ENSG00000258980.1	other	many-to-many
ENSMUSG00000047989.12	pc	ENSG00000267583.6	lncRNA	many-to-many
ENSMUSG00000131360.1	lncRNA	ENSG00000297361.1	lncRNA	many-to-many
ENSMUSG00000032017.15	pc	ENSG00000149403.13	pc	one-to-many
ENSMUSG00000018882.13	pc	ENSG00000228782.10	other	many-to-many
ENSMUSG00000026425.16	pc	ENSG00000196369.12	pc	many-to-many
ENSMUSG00000139502.1	lncRNA	ENSG00000285926.2	lncRNA	many-to-many
ENSMUSG00000009406.14	pc	ENSG00000234402.1	other	many-to-many
ENSMUSG00000060261.17	pc	ENSG00000263001.8	pc	many-to-many
ENSMUSG00000109663.2	other	ENSG00000300510.1	pc	one-to-many
ENSMUSG00000015852.14	pc	ENSG00000236957.8	other	many-to-many
ENSMUSG00000006403.14	pc	ENSG00000158859.10	pc	one-to-one
ENSMUSG00000103897.2	pc	ENSG00000240764.4	pc	many-to-many
ENSMUSG00000066036.15	pc	ENSG00000272084.1	lncRNA	many-to-many
ENSMUSG00000118050.2	other	ENSG00000232075.1	other	one-to-many
ENSMUSG00000021796.16	pc	ENSG00000219642.2	other	one-to-many
ENSMUSG00000082062.2	other	ENSG00000308416.1	lncRNA	many-to-many
ENSMUSG00000108545.2	lncRNA	ENSG00000167618.10	pc	many-to-many
ENSMUSG00000019689.5	pc	ENSG00000146963.18	pc	many-to-many
ENSMUSG00000102952.2	other	ENSG00000211961.3	other	one-to-many
ENSMUSG00000131603.1	lncRNA	ENSG00000295793.1	lncRNA	one-to-many
ENSMUSG00000026786.15	pc	ENSG00000283709.2	other	many-to-many
ENSMUSG00000079064.3	other	ENSG00000220581.1	other	one-to-many
ENSMUSG00000080983.2	other	ENSG00000196715.7	pc	one-to-many
ENSMUSG00000079324.12	pc	ENSG00000183148.9	other	many-to-many
ENSMUSG00000082939.2	other	ENSG00000128739.23	pc	many-to-many
ENSMUSG00000022125.8	pc	ENSG00000283208.2	pc	one-to-many
ENSMUSG00000044860.10	pc	ENSG00000154639.19	pc	one-to-many
ENSMUSG00000020485.15	pc	ENSG00000285897.1	pc	many-to-many
ENSMUSG00000050772.3	pc	ENSG00000174970.5	pc	many-to-many
ENSMUSG00000111625.2	other	ENSG00000189403.15	pc	one-to-many
ENSMUSG00000030055.17	pc	ENSG00000259856.1	other	many-to-many
ENSMUSG00000023132.9	pc	ENSG00000145649.8	pc	many-to-many
ENSMUSG00000117335.3	lncRNA	ENSG00000273335.1	lncRNA	one-to-many
ENSMUSG00000036251.17	pc	ENSG00000144481.17	pc	one-to-one
ENSMUSG00000006345.11	pc	ENSG00000236969.2	other	many-to-many
ENSMUSG00000047248.21	pc	ENSG00000168014.18	pc	one-to-one
ENSMUSG00000115608.2	other	ENSG00000117713.21	pc	one-to-many
ENSMUSG00000082861.4	other	ENSG00000242071.3	other	one-to-many
ENSMUSG00000046862.15	pc	ENSG00000231219.1	other	many-to-many
ENSMUSG00000106330.2	other	ENSG00000163378.14	pc	one-to-many
ENSMUSG00000105807.2	other	ENSG00000171201.12	pc	one-to-many
ENSMUSG00000084357.2	other	ENSG00000234043.3	other	one-to-many
ENSMUSG00000129609.1	lncRNA	ENSG00000300809.1	lncRNA	one-to-one
ENSMUSG00000108651.2	other	ENSG00000142515.16	pc	many-to-many
ENSMUSG00000098449.2	lncRNA	ENSG00000272969.2	lncRNA	one-to-one
ENSMUSG00000051236.14	pc	ENSG00000174099.12	pc	one-to-many
ENSMUSG00000021375.12	pc	ENSG00000137177.20	pc	one-to-one
ENSMUSG00000028360.11	pc	ENSG00000137968.17	pc	one-to-many
ENSMUSG00000081957.6	other	ENSG00000235606.3	other	many-to-many
ENSMUSG00000063556.6	other	ENSG00000243141.2	other	many-to-many
ENSMUSG00000108366.2	other	ENSG00000237226.1	other	many-to-many
ENSMUSG00000082541.2	other	ENSG00000288920.1	pc	one-to-many
ENSMUSG00000103677.2	pc	ENSG00000242419.6	pc	many-to-many
ENSMUSG00000097004.2	lncRNA	ENSG00000310217.1	lncRNA	one-to-one
ENSMUSG00000051373.6	pc	ENSG00000160539.6	pc	one-to-one
ENSMUSG00000028861.14	pc	ENSG00000116898.12	pc	one-to-many
ENSMUSG00000083392.2	other	ENSG00000215007.3	other	many-to-many
ENSMUSG00000057132.17	pc	ENSG00000092200.13	pc	one-to-one
ENSMUSG00000115299.2	other	ENSG00000248854.1	other	one-to-many
ENSMUSG00000104063.2	pc	ENSG00000253305.3	pc	many-to-many
ENSMUSG00000084782.3	pc	ENSG00000230054.3	pc	one-to-one
ENSMUSG00000090602.4	other	ENSG00000231821.1	other	many-to-many
ENSMUSG00000121784.1	lncRNA	ENSG00000234524.1	other	many-to-many
ENSMUSG00002076856.1	ncRNA	ENSG00000214719.14	lncRNA	many-to-many
ENSMUSG00000107575.2	other	ENSG00000214019.2	other	one-to-many
ENSMUSG00000140451.1	lncRNA	ENSG00000187621.17	lncRNA	many-to-many
ENSMUSG00000068762.12	pc	ENSG00000134184.13	pc	many-to-many
ENSMUSG00000027194.17	pc	ENSG00000052841.16	pc	one-to-one
ENSMUSG00000117801.2	other	ENSG00000196205.8	other	one-to-many
ENSMUSG00000120597.2	lncRNA	ENSG00000221994.12	pc	many-to-many
ENSMUSG00000111709.2	pc	ENSG00000223622.2	other	many-to-many
ENSMUSG00000007827.11	pc	ENSG00000215512.10	other	many-to-many
ENSMUSG00000114769.2	other	ENSG00000132967.11	other	many-to-many
ENSMUSG00000117273.2	other	ENSG00000124490.14	pc	one-to-many
ENSMUSG00000093910.3	pc	ENSG00000236609.4	pc	one-to-one
ENSMUSG00000112436.2	other	ENSG00000231302.1	other	one-to-many
ENSMUSG00000074165.11	pc	ENSG00000267235.3	other	many-to-many
ENSMUSG00000106643.2	lncRNA	ENSG00000069702.11	pc	one-to-many
ENSMUSG00000025521.16	pc	ENSG00000170088.14	pc	one-to-many
ENSMUSG00000035168.17	pc	ENSG00000115183.15	pc	one-to-one
ENSMUSG00000109119.2	lncRNA	ENSG00000297636.1	lncRNA	one-to-one
ENSMUSG00000030468.13	pc	ENSG00000161643.13	pc	many-to-many
ENSMUSG00000080730.2	other	ENSG00000234009.1	other	one-to-many
ENSMUSG00000094546.2	other	ENSG00000211962.2	other	one-to-many
ENSMUSG00000080935.4	other	ENSG00000284634.2	lncRNA	many-to-many
ENSMUSG00000021556.13	pc	ENSG00000135052.16	pc	one-to-one
ENSMUSG00000035376.11	pc	ENSG00000206527.10	pc	one-to-one
ENSMUSG00000083209.2	other	ENSG00000189343.7	other	one-to-many
ENSMUSG00000024076.11	pc	ENSG00000205221.13	pc	one-to-one
ENSMUSG00000105123.2	other	ENSG00000211934.3	other	one-to-many
ENSMUSG00000081008.3	other	ENSG00000241352.3	other	one-to-many
ENSMUSG00000072772.4	pc	ENSG00000111678.11	pc	many-to-many
ENSMUSG00000120310.2	lncRNA	ENSG00000249854.4	lncRNA	one-to-many
ENSMUSG00000110694.2	other	ENSG00000265408.1	lncRNA	many-to-many
ENSMUSG00000109830.2	other	ENSG00000218698.1	other	many-to-many
ENSMUSG00000051331.17	pc	ENSG00000277705.1	other	many-to-many
ENSMUSG00000028427.14	pc	ENSG00000293747.1	lncRNA	many-to-many
ENSMUSG00000070106.3	ncRNA	ENSG00000284499.1	ncRNA	many-to-many
ENSMUSG00000020649.12	pc	ENSG00000171848.16	pc	one-to-one
ENSMUSG00000034071.16	pc	ENSG00000214534.6	other	many-to-many
ENSMUSG00000082214.2	other	ENSG00000188042.8	pc	one-to-many
ENSMUSG00000060827.3	pc	ENSG00000174982.4	pc	many-to-many
ENSMUSG00000080956.2	other	ENSG00000233259.4	other	one-to-many
ENSMUSG00000020674.18	pc	ENSG00000130508.11	pc	one-to-many
ENSMUSG00000024691.14	pc	ENSG00000189057.11	pc	many-to-many
ENSMUSG00000137275.1	lncRNA	ENSG00000279134.2	lncRNA	one-to-one
ENSMUSG00000020059.10	pc	ENSG00000275194.1	other	many-to-many
ENSMUSG00000038170.16	pc	ENSG00000307795.1	lncRNA	many-to-many
ENSMUSG00000059481.6	pc	ENSG00000240935.9	other	many-to-many
ENSMUSG00000100534.2	lncRNA	ENSG00000286272.2	lncRNA	one-to-one
ENSMUSG00000101303.2	pc	ENSG00000081665.15	pc	many-to-many
ENSMUSG00000100324.2	other	ENSG00000243964.1	other	one-to-many
ENSMUSG00000031148.15	pc	ENSG00000068394.11	pc	one-to-many
ENSMUSG00000053740.9	other	ENSG00000275094.1	other	one-to-many
ENSMUSG00000086545.5	pc	ENSG00000204913.7	pc	one-to-many
ENSMUSG00000064451.3	ncRNA	ENSG00000143473.14	pc	many-to-many
ENSMUSG00000020646.18	pc	ENSG00000143797.12	pc	many-to-many
ENSMUSG00000060261.17	pc	ENSG00000276318.1	other	many-to-many
ENSMUSG00000062933.8	other	ENSG00000219797.2	other	many-to-many
ENSMUSG00000026726.11	pc	ENSG00000243349.3	lncRNA	many-to-many
ENSMUSG00000093682.2	lncRNA	ENSG00000302696.1	lncRNA	one-to-half
ENSMUSG00000004788.12	pc	ENSG00000119718.11	pc	one-to-one
ENSMUSG00000043943.15	pc	ENSG00000290579.2	lncRNA	many-to-many
ENSMUSG00000083352.2	other	ENSG00000257576.1	other	one-to-many
ENSMUSG00000064612.4	ncRNA	ENSG00000207047.2	ncRNA	many-to-many
ENSMUSG00000036752.5	pc	ENSG00000228578.1	other	many-to-many
ENSMUSG00000095520.3	pc	ENSG00000147059.9	pc	one-to-many
ENSMUSG00000053604.6	pc	ENSG00000153574.9	pc	one-to-one
ENSMUSG00000056728.7	pc	ENSG00000228055.4	lncRNA	many-to-many
ENSMUSG00000101135.2	other	ENSG00000310253.1	lncRNA	many-to-many
ENSMUSG00000066620.3	other	ENSG00000213442.5	other	one-to-many
ENSMUSG00000000708.15	pc	ENSG00000114166.8	pc	one-to-many
ENSMUSG00000002546.18	pc	ENSG00000244480.1	other	many-to-many
ENSMUSG00000024236.19	pc	ENSG00000234814.9	other	one-to-many
ENSMUSG00000116594.3	pc	ENSG00000184702.20	pc	many-to-many
ENSMUSG00000080205.3	other	ENSG00000224858.5	other	one-to-many
ENSMUSG00000024175.4	pc	ENSG00000163060.8	pc	many-to-many
ENSMUSG00000021113.6	pc	ENSG00000279633.1	lncRNA	many-to-many
ENSMUSG00000026640.13	pc	ENSG00000076356.7	pc	one-to-many
ENSMUSG00000069668.5	pc	ENSG00000223593.1	other	one-to-many
ENSMUSG00000081076.4	other	ENSG00000244131.2	other	many-to-many
ENSMUSG00000081534.4	pc	ENSG00000211584.14	pc	one-to-many
ENSMUSG00000101685.2	other	ENSG00000283491.1	other	many-to-many
ENSMUSG00000042688.17	pc	ENSG00000275339.1	other	many-to-many
ENSMUSG00000025375.16	pc	ENSG00000181409.14	pc	one-to-one
ENSMUSG00000034757.16	pc	ENSG00000168591.16	pc	one-to-one
ENSMUSG00000007827.11	pc	ENSG00000136943.12	pc	many-to-many
ENSMUSG00000036309.15	pc	ENSG00000272772.2	pc	many-to-many
ENSMUSG00000002968.10	pc	ENSG00000104973.19	pc	one-to-many
ENSMUSG00000109360.2	other	ENSG00000116096.7	pc	one-to-many
ENSMUSG00000081056.2	other	ENSG00000234958.6	other	many-to-many
ENSMUSG00000135221.1	lncRNA	ENSG00000223774.6	lncRNA	one-to-one
ENSMUSG00000034729.17	pc	ENSG00000235378.2	other	many-to-many
ENSMUSG00000033857.13	pc	ENSG00000167280.17	pc	one-to-one
ENSMUSG00000087168.3	lncRNA	ENSG00000305516.1	lncRNA	many-to-many
ENSMUSG00000001750.17	pc	ENSG00000275022.1	ncRNA	one-to-many
ENSMUSG00000087575.9	lncRNA	ENSG00000162520.15	pc	many-to-many
ENSMUSG00000082896.2	other	ENSG00000181359.6	other	many-to-many
ENSMUSG00000002396.9	pc	ENSG00000099330.9	pc	one-to-one
ENSMUSG00000031373.5	pc	ENSG00000169239.14	pc	many-to-many
ENSMUSG00000099313.2	other	ENSG00000225005.1	other	one-to-many
ENSMUSG00000061740.9	pc	ENSG00000100197.23	pc	many-to-many
ENSMUSG00000110600.2	other	ENSG00000128886.12	pc	many-to-many
ENSMUSG00000023150.15	pc	ENSG00000116679.17	pc	one-to-one
ENSMUSG00000081835.2	other	ENSG00000141867.19	pc	one-to-many
ENSMUSG00000121384.2	lncRNA	ENSG00000186272.13	pc	many-to-many
ENSMUSG00000006948.8	pc	ENSG00000290915.1	lncRNA	many-to-many
ENSMUSG00000020741.18	pc	ENSG00000279477.1	other	many-to-many
ENSMUSG00000095979.8	pc	ENSG00000139351.15	pc	one-to-many
ENSMUSG00000089336.3	ncRNA	ENSG00000274998.1	ncRNA	many-to-many
ENSMUSG00000085399.10	lncRNA	ENSG00000225762.2	lncRNA	one-to-many
ENSMUSG00000037089.12	pc	ENSG00000284427.1	ncRNA	one-to-many
ENSMUSG00000089695.3	other	ENSG00000228807.1	other	many-to-many
ENSMUSG00000028149.13	pc	ENSG00000275129.1	other	one-to-many
ENSMUSG00000123189.1	lncRNA	ENSG00000174123.11	pc	one-to-many
ENSMUSG00000137221.1	lncRNA	ENSG00000227531.2	lncRNA	one-to-one
ENSMUSG00000034898.18	pc	ENSG00000118407.15	pc	many-to-many
ENSMUSG00000113817.3	other	ENSG00000078403.17	pc	one-to-many
ENSMUSG00000020156.17	pc	ENSG00000160953.17	pc	one-to-one
ENSMUSG00000045655.10	pc	ENSG00000179813.7	pc	one-to-one
ENSMUSG00000025354.6	pc	ENSG00000135392.19	pc	many-to-many
ENSMUSG00000107748.5	pc	ENSG00000254613.3	other	many-to-many
ENSMUSG00000076436.2	pc	ENSG00000237624.1	other	one-to-one
ENSMUSG00000119073.1	ncRNA	ENSG00000212528.1	ncRNA	many-to-many
ENSMUSG00000082229.2	pc	ENSG00000293034.1	lncRNA	many-to-many
ENSMUSG00000031776.18	pc	ENSG00000248355.1	other	one-to-many
ENSMUSG00000054622.7	lncRNA	ENSG00000230490.5	lncRNA	one-to-many
ENSMUSG00000046756.11	pc	ENSG00000125445.11	pc	many-to-many
ENSMUSG00000139956.1	lncRNA	ENSG00000214366.4	other	many-to-many
ENSMUSG00000057160.3	other	ENSG00000162704.16	pc	one-to-many
ENSMUSG00000120091.2	lncRNA	ENSG00000303620.1	lncRNA	one-to-one
ENSMUSG00000129712.1	lncRNA	ENSG00000161692.18	pc	one-to-many
ENSMUSG00000070709.13	pc	ENSG00000128000.17	pc	many-to-many
ENSMUSG00000116661.2	other	ENSG00000171049.9	pc	many-to-many
ENSMUSG00000120923.2	lncRNA	ENSG00000303445.1	lncRNA	one-to-many
ENSMUSG00000057735.7	pc	ENSG00000172188.6	pc	one-to-many
ENSMUSG00000113931.2	other	ENSG00000226144.2	other	many-to-many
ENSMUSG00000120783.2	lncRNA	ENSG00000184068.2	lncRNA	one-to-one
ENSMUSG00000085787.4	other	ENSG00000259931.2	other	many-to-many
ENSMUSG00000104740.3	ncRNA	ENSG00000234912.12	lncRNA	many-to-many
ENSMUSG00000113297.2	other	ENSG00000226084.5	other	one-to-many
ENSMUSG00000031285.15	pc	ENSG00000077279.21	pc	one-to-one
ENSMUSG00000024101.16	pc	ENSG00000270926.1	other	many-to-many
ENSMUSG00000114466.2	other	ENSG00000258373.1	other	one-to-many
ENSMUSG00000094344.2	other	ENSG00000218175.2	other	many-to-many
ENSMUSG00000106530.3	other	ENSG00000258445.3	other	one-to-many
ENSMUSG00000102657.2	lncRNA	ENSG00000225746.15	lncRNA	many-to-many
ENSMUSG00000026639.19	pc	ENSG00000283876.1	ncRNA	one-to-many
ENSMUSG00000102748.2	pc	ENSG00000253731.3	pc	many-to-many
ENSMUSG00000042978.12	pc	ENSG00000283662.1	lncRNA	one-to-many
ENSMUSG00000061086.13	pc	ENSG00000205659.12	pc	many-to-many
ENSMUSG00000080824.2	other	ENSG00000271657.1	other	many-to-many
ENSMUSG00000044177.5	pc	ENSG00000173714.8	pc	one-to-one
ENSMUSG00000049755.15	pc	ENSG00000309922.1	lncRNA	one-to-many
ENSMUSG00000094989.2	other	ENSG00000237550.8	other	many-to-many
ENSMUSG00000083768.2	other	ENSG00000229248.1	other	one-to-many
ENSMUSG00000066036.15	pc	ENSG00000127463.16	pc	many-to-many
ENSMUSG00000041633.15	pc	ENSG00000230105.2	lncRNA	one-to-one
ENSMUSG00000078651.9	pc	ENSG00000131480.9	pc	one-to-many
ENSMUSG00000102312.2	pc	ENSG00000081842.18	pc	many-to-many
ENSMUSG00000036120.11	pc	ENSG00000064490.14	pc	one-to-one
ENSMUSG00000058019.15	pc	ENSG00000290920.2	lncRNA	many-to-many
ENSMUSG00000030486.10	pc	ENSG00000159917.17	pc	many-to-many
ENSMUSG00000067614.6	pc	ENSG00000170442.12	pc	one-to-many
ENSMUSG00000104254.2	other	ENSG00000240215.4	other	many-to-many
