# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)
# by Sasti Gopal Das
H_gene_id	H_gene_type	M_gene_id	M_gene_type	gencode_versions
ENSG00000268823.2	lncRNA	ENSMUSG00000032307.16	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000099342.1	other	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000007827.10	pc	many-to-many
ENSG00000263786.1	lncRNA	ENSMUSG00000020738.16	pc	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000083419.1	other	many-to-many
ENSG00000273784.4	lncRNA	ENSMUSG00000060227.15	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000109113.1	lncRNA	many-to-many
ENSG00000242797.3	lncRNA	ENSMUSG00000086296.2	lncRNA	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000082939.1	other	many-to-many
ENSG00000282508.1	lncRNA	ENSMUSG00000110136.1	pc	many-to-many
ENSG00000180910.7	lncRNA	ENSMUSG00000093918.7	pc	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000084252.1	other	many-to-many
ENSG00000237863.2	lncRNA	ENSMUSG00000086426.1	lncRNA	one-to-one
ENSG00000266994.1	lncRNA	ENSMUSG00000051351.14	pc	many-to-many
ENSG00000264772.6	lncRNA	ENSMUSG00000065862.1	ncRNA	many-to-many
ENSG00000275097.1	lncRNA	ENSMUSG00000039985.14	pc	one-to-many
ENSG00000273214.1	lncRNA	ENSMUSG00000075555.11	lncRNA	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000092577.1	other	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000055480.7	pc	many-to-many
ENSG00000240990.9	lncRNA	ENSMUSG00000099248.1	ncRNA	many-to-many
ENSG00000235020.4	lncRNA	ENSMUSG00000104106.1	lncRNA	one-to-many
ENSG00000255571.8	lncRNA	ENSMUSG00000097023.8	lncRNA	one-to-one
ENSG00000260528.4	lncRNA	ENSMUSG00000036309.14	pc	many-to-many
ENSG00000267722.1	lncRNA	ENSMUSG00000041482.16	pc	one-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000092350.1	other	many-to-many
ENSG00000280870.2	lncRNA	ENSMUSG00000087620.7	lncRNA	one-to-one
ENSG00000231110.1	lncRNA	ENSMUSG00000079965.2	other	many-to-many
ENSG00000257379.1	lncRNA	ENSMUSG00000023048.13	pc	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000081811.1	other	many-to-many
ENSG00000254929.6	lncRNA	ENSMUSG00000055214.15	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000110544.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098236.1	other	many-to-many
ENSG00000229345.1	lncRNA	ENSMUSG00000113453.1	lncRNA	one-to-one
ENSG00000243701.5	lncRNA	ENSMUSG00000022639.14	lncRNA	one-to-one
ENSG00000267827.5	lncRNA	ENSMUSG00000082082.1	other	many-to-many
ENSG00000181798.2	lncRNA	ENSMUSG00000064696.1	ncRNA	many-to-many
ENSG00000240990.9	lncRNA	ENSMUSG00000099270.1	ncRNA	many-to-many
ENSG00000284500.1	lncRNA	ENSMUSG00000046210.7	pc	one-to-many
ENSG00000283183.1	lncRNA	ENSMUSG00000072769.6	lncRNA	one-to-one
ENSG00000267383.6	lncRNA	ENSMUSG00000072915.3	pc	many-to-many
ENSG00000276232.1	lncRNA	ENSMUSG00000038252.13	pc	many-to-many
ENSG00000198221.8	lncRNA	ENSMUSG00000086465.1	lncRNA	one-to-many
ENSG00000282508.1	lncRNA	ENSMUSG00000015944.9	pc	many-to-many
ENSG00000259673.5	lncRNA	ENSMUSG00000086539.8	lncRNA	one-to-one
ENSG00000272755.1	lncRNA	ENSMUSG00000110315.1	other	many-to-many
ENSG00000260293.2	lncRNA	ENSMUSG00000107169.1	pc	many-to-many
ENSG00000231421.7	lncRNA	ENSMUSG00000039046.15	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000114275.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000114261.1	other	many-to-many
ENSG00000229697.2	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000273432.1	lncRNA	ENSMUSG00000004952.13	pc	one-to-many
ENSG00000196366.3	lncRNA	ENSMUSG00000086714.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000089380.1	ncRNA	many-to-many
ENSG00000183242.11	lncRNA	ENSMUSG00000098946.1	ncRNA	one-to-many
ENSG00000260032.1	lncRNA	ENSMUSG00000024276.7	pc	many-to-many
ENSG00000236094.1	lncRNA	ENSMUSG00000107271.3	lncRNA	many-to-many
ENSG00000284634.1	lncRNA	ENSMUSG00000051331.15	pc	many-to-many
ENSG00000251273.2	lncRNA	ENSMUSG00000024276.7	pc	many-to-many
ENSG00000224078.13	lncRNA	ENSMUSG00000096041.1	ncRNA	many-to-many
ENSG00000211683.3	lncRNA	ENSMUSG00000021983.16	pc	many-to-many
ENSG00000214188.9	lncRNA	ENSMUSG00000098791.1	ncRNA	many-to-many
ENSG00000244231.1	lncRNA	ENSMUSG00000032911.6	pc	many-to-many
ENSG00000254615.2	lncRNA	ENSMUSG00000022307.15	pc	one-to-many
ENSG00000261096.1	lncRNA	ENSMUSG00000026240.12	pc	one-to-many
ENSG00000267002.2	lncRNA	ENSMUSG00000060019.5	pc	one-to-many
ENSG00000261691.1	lncRNA	ENSMUSG00000097405.1	pc	one-to-one
ENSG00000237101.1	lncRNA	ENSMUSG00000054252.17	pc	many-to-many
ENSG00000278941.1	lncRNA	ENSMUSG00000038290.15	pc	one-to-many
ENSG00000272635.1	lncRNA	ENSMUSG00000056824.15	pc	many-to-many
ENSG00000125804.13	lncRNA	ENSMUSG00000072673.2	pc	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000108066.2	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000026341.16	pc	many-to-many
ENSG00000245281.6	lncRNA	ENSMUSG00000016833.14	pc	many-to-many
ENSG00000241860.6	lncRNA	ENSMUSG00000082743.1	other	many-to-many
ENSG00000236823.1	lncRNA	ENSMUSG00000059408.2	pc	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000084374.1	other	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000080898.1	other	many-to-many
ENSG00000214188.9	lncRNA	ENSMUSG00000098525.1	ncRNA	many-to-many
ENSG00000233570.1	lncRNA	ENSMUSG00000104256.1	lncRNA	one-to-one
ENSG00000261480.1	lncRNA	ENSMUSG00000020640.10	pc	many-to-many
ENSG00000231934.1	lncRNA	ENSMUSG00000043681.5	pc	many-to-many
ENSG00000259436.1	lncRNA	ENSMUSG00000074274.7	lncRNA	one-to-one
ENSG00000253352.8	lncRNA	ENSMUSG00000099081.1	ncRNA	many-to-many
ENSG00000189295.13	lncRNA	ENSMUSG00000020481.15	pc	many-to-many
ENSG00000249664.1	lncRNA	ENSMUSG00000103228.1	lncRNA	one-to-one
ENSG00000273213.1	lncRNA	ENSMUSG00000050936.5	lncRNA	many-to-many
ENSG00000238266.1	lncRNA	ENSMUSG00000099396.1	other	many-to-many
ENSG00000272277.1	lncRNA	ENSMUSG00000097931.1	other	many-to-many
ENSG00000280156.1	lncRNA	ENSMUSG00000093666.1	other	many-to-many
ENSG00000231412.2	lncRNA	ENSMUSG00000078795.2	pc	many-to-many
ENSG00000242288.9	lncRNA	ENSMUSG00000025812.17	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000063932.5	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098136.1	other	many-to-many
ENSG00000273451.1	lncRNA	ENSMUSG00000100788.1	other	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000114629.1	other	many-to-many
ENSG00000241772.2	lncRNA	ENSMUSG00000089689.1	other	many-to-many
ENSG00000284697.1	lncRNA	ENSMUSG00000107471.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088715.1	ncRNA	many-to-many
ENSG00000266473.1	lncRNA	ENSMUSG00000110919.1	other	many-to-many
ENSG00000247137.8	lncRNA	ENSMUSG00000103887.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000077255.1	ncRNA	many-to-many
ENSG00000256150.2	lncRNA	ENSMUSG00000100434.1	other	many-to-many
ENSG00000273184.1	lncRNA	ENSMUSG00000020690.12	pc	many-to-many
ENSG00000257543.1	lncRNA	ENSMUSG00000110768.1	other	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000085699.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077759.1	ncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077241.1	ncRNA	many-to-many
ENSG00000268575.1	lncRNA	ENSMUSG00000042202.15	pc	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000095909.1	pc	many-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000062458.5	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000088512.1	ncRNA	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000078546.8	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000110333.1	pc	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000083553.1	other	many-to-many
ENSG00000211683.3	lncRNA	ENSMUSG00000076937.3	other	many-to-many
ENSG00000278899.1	lncRNA	ENSMUSG00000019795.17	pc	one-to-many
ENSG00000255146.1	lncRNA	ENSMUSG00000066537.4	pc	many-to-many
ENSG00000223546.6	lncRNA	ENSMUSG00000112081.1	other	many-to-many
ENSG00000249041.1	lncRNA	ENSMUSG00000091818.3	other	one-to-many
ENSG00000254468.2	lncRNA	ENSMUSG00000005442.13	pc	one-to-many
ENSG00000245322.6	lncRNA	ENSMUSG00000023764.18	pc	many-to-many
ENSG00000231248.2	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000197332.8	lncRNA	ENSMUSG00000073427.4	pc	many-to-many
ENSG00000247950.6	lncRNA	ENSMUSG00000031134.16	pc	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000071281.12	pc	many-to-many
ENSG00000258450.1	lncRNA	ENSMUSG00000113786.1	pc	many-to-many
ENSG00000231485.1	lncRNA	ENSMUSG00000086782.2	lncRNA	one-to-many
ENSG00000235423.8	lncRNA	ENSMUSG00000092502.1	other	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000114374.1	other	many-to-many
ENSG00000276855.1	lncRNA	ENSMUSG00000021756.12	pc	one-to-many
ENSG00000257622.1	lncRNA	ENSMUSG00000002799.6	pc	one-to-many
ENSG00000275557.1	lncRNA	ENSMUSG00000037119.4	pc	many-to-many
ENSG00000273451.1	lncRNA	ENSMUSG00000101023.1	other	many-to-many
ENSG00000267328.1	lncRNA	ENSMUSG00000036845.12	pc	one-to-many
ENSG00000255621.1	lncRNA	ENSMUSG00000108239.1	lncRNA	one-to-one
ENSG00000279284.1	lncRNA	ENSMUSG00000021545.4	pc	one-to-one
ENSG00000267383.6	lncRNA	ENSMUSG00000085103.3	other	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000058748.9	pc	many-to-many
ENSG00000261167.1	lncRNA	ENSMUSG00000104344.1	lncRNA	many-to-many
ENSG00000197989.13	lncRNA	ENSMUSG00000088894.1	ncRNA	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000098071.2	other	many-to-many
ENSG00000262117.5	lncRNA	ENSMUSG00000080790.1	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077643.1	ncRNA	many-to-many
ENSG00000272752.6	lncRNA	ENSMUSG00000036928.14	pc	one-to-many
ENSG00000250432.5	lncRNA	ENSMUSG00000101356.1	lncRNA	one-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000092248.1	other	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000109512.1	other	many-to-many
ENSG00000241954.1	lncRNA	ENSMUSG00000096405.3	pc	many-to-many
ENSG00000267048.1	lncRNA	ENSMUSG00000001472.17	pc	one-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000113879.1	other	many-to-many
ENSG00000257524.5	lncRNA	ENSMUSG00000083789.1	other	one-to-many
ENSG00000272841.1	lncRNA	ENSMUSG00000097350.1	lncRNA	one-to-one
ENSG00000283757.1	lncRNA	ENSMUSG00000055214.15	pc	many-to-many
ENSG00000265142.8	lncRNA	ENSMUSG00000065399.2	ncRNA	many-to-many
ENSG00000269110.1	lncRNA	ENSMUSG00000055560.8	pc	many-to-many
ENSG00000283406.1	lncRNA	ENSMUSG00000033444.14	pc	many-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000106824.1	pc	many-to-many
ENSG00000269043.1	lncRNA	ENSMUSG00000058291.14	pc	many-to-many
ENSG00000180910.7	lncRNA	ENSMUSG00000110194.1	other	many-to-many
ENSG00000251600.6	lncRNA	ENSMUSG00000039828.7	pc	many-to-many
ENSG00000217576.7	lncRNA	ENSMUSG00000022024.10	pc	many-to-many
ENSG00000266268.5	lncRNA	ENSMUSG00000028124.15	pc	many-to-many
ENSG00000255343.1	lncRNA	ENSMUSG00000075590.3	pc	one-to-many
ENSG00000279809.1	lncRNA	ENSMUSG00000031358.17	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000099949.1	other	many-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000053896.13	pc	many-to-many
ENSG00000246174.7	lncRNA	ENSMUSG00000095895.2	other	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000090744.7	pc	many-to-many
ENSG00000240990.9	lncRNA	ENSMUSG00000086427.8	lncRNA	many-to-many
ENSG00000255693.1	lncRNA	ENSMUSG00000112846.1	lncRNA	one-to-one
ENSG00000283303.1	lncRNA	ENSMUSG00000021867.16	pc	many-to-many
ENSG00000233515.1	lncRNA	ENSMUSG00000020694.16	pc	many-to-many
ENSG00000272508.1	lncRNA	ENSMUSG00000032425.15	pc	many-to-many
ENSG00000227336.1	lncRNA	ENSMUSG00000102284.1	lncRNA	one-to-one
ENSG00000244231.1	lncRNA	ENSMUSG00000026825.17	pc	many-to-many
ENSG00000259543.1	lncRNA	ENSMUSG00000108861.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000071750.3	other	many-to-many
ENSG00000235288.3	lncRNA	ENSMUSG00000079235.10	pc	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000058291.14	pc	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000078886.12	pc	many-to-many
ENSG00000276012.1	lncRNA	ENSMUSG00000032925.16	pc	many-to-many
ENSG00000240240.8	lncRNA	ENSMUSG00000054509.7	pc	many-to-many
ENSG00000273062.1	lncRNA	ENSMUSG00000101905.1	lncRNA	one-to-one
ENSG00000278946.1	lncRNA	ENSMUSG00000073594.3	lncRNA	one-to-many
ENSG00000255794.7	lncRNA	ENSMUSG00000112117.1	lncRNA	one-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000095432.9	pc	many-to-many
ENSG00000278849.1	lncRNA	ENSMUSG00000060261.15	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077427.1	ncRNA	many-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000105111.1	other	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000082186.2	other	many-to-many
ENSG00000237819.5	lncRNA	ENSMUSG00000097709.8	lncRNA	many-to-many
ENSG00000267827.5	lncRNA	ENSMUSG00000109398.2	pc	many-to-many
ENSG00000267009.6	lncRNA	ENSMUSG00000020610.16	pc	many-to-many
ENSG00000273313.1	lncRNA	ENSMUSG00000061898.10	pc	many-to-many
ENSG00000255198.4	lncRNA	ENSMUSG00000090101.1	lncRNA	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000095325.2	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000085371.1	other	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000082784.1	other	many-to-many
ENSG00000272677.1	lncRNA	ENSMUSG00000035364.1	pc	one-to-one
ENSG00000274044.4	lncRNA	ENSMUSG00000037129.7	pc	one-to-many
ENSG00000224905.6	lncRNA	ENSMUSG00000002617.14	pc	many-to-many
ENSG00000215769.8	lncRNA	ENSMUSG00000107998.1	other	many-to-many
ENSG00000225470.7	lncRNA	ENSMUSG00000075528.13	pc	many-to-many
ENSG00000279920.1	lncRNA	ENSMUSG00000090236.2	pc	one-to-many
ENSG00000261675.1	lncRNA	ENSMUSG00000019146.2	pc	one-to-many
ENSG00000283633.1	lncRNA	ENSMUSG00000031481.8	pc	many-to-many
ENSG00000223930.5	lncRNA	ENSMUSG00000102807.1	lncRNA	one-to-one
ENSG00000197989.13	lncRNA	ENSMUSG00000064761.1	ncRNA	many-to-many
ENSG00000246523.7	lncRNA	ENSMUSG00000039428.11	pc	one-to-many
ENSG00000254154.8	lncRNA	ENSMUSG00000033488.11	pc	many-to-many
ENSG00000256982.1	lncRNA	ENSMUSG00000110523.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000097952.1	other	many-to-many
ENSG00000227960.1	lncRNA	ENSMUSG00000004661.15	pc	one-to-many
ENSG00000259244.1	lncRNA	ENSMUSG00000040936.15	pc	many-to-many
ENSG00000214783.9	lncRNA	ENSMUSG00000039771.13	pc	one-to-many
ENSG00000231437.3	lncRNA	ENSMUSG00000074346.6	lncRNA	one-to-one
ENSG00000214900.9	lncRNA	ENSMUSG00000111162.1	other	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000115466.1	pc	many-to-many
ENSG00000264859.5	lncRNA	ENSMUSG00000085595.1	lncRNA	one-to-one
ENSG00000228315.11	lncRNA	ENSMUSG00000025533.15	pc	many-to-many
ENSG00000203279.3	lncRNA	ENSMUSG00000074449.3	pc	many-to-many
ENSG00000255410.1	lncRNA	ENSMUSG00000083955.1	other	many-to-many
ENSG00000261771.5	lncRNA	ENSMUSG00000034563.16	pc	many-to-many
ENSG00000243926.1	lncRNA	ENSMUSG00000078240.2	pc	many-to-many
ENSG00000238033.1	lncRNA	ENSMUSG00000105926.1	lncRNA	one-to-many
ENSG00000231110.1	lncRNA	ENSMUSG00000107920.1	other	many-to-many
ENSG00000249740.2	lncRNA	ENSMUSG00000104334.1	lncRNA	one-to-one
ENSG00000233016.6	lncRNA	ENSMUSG00000088126.1	ncRNA	many-to-many
ENSG00000278202.1	lncRNA	ENSMUSG00000032307.16	pc	many-to-many
ENSG00000257621.7	lncRNA	ENSMUSG00000085622.9	lncRNA	one-to-many
ENSG00000275198.1	lncRNA	ENSMUSG00000072884.10	lncRNA	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077738.1	ncRNA	many-to-many
ENSG00000225746.9	lncRNA	ENSMUSG00000102657.1	lncRNA	one-to-many
ENSG00000249364.5	lncRNA	ENSMUSG00000102542.1	lncRNA	one-to-one
ENSG00000228315.11	lncRNA	ENSMUSG00000070871.10	pc	many-to-many
ENSG00000249519.1	lncRNA	ENSMUSG00000099640.1	lncRNA	one-to-one
ENSG00000255248.7	lncRNA	ENSMUSG00000082143.1	other	many-to-many
ENSG00000237310.1	lncRNA	ENSMUSG00000106583.1	lncRNA	many-to-many
ENSG00000226266.6	lncRNA	ENSMUSG00000055357.8	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000055480.7	pc	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000054519.8	pc	many-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000055341.10	pc	many-to-many
ENSG00000229852.2	lncRNA	ENSMUSG00000112989.1	other	many-to-many
ENSG00000237819.5	lncRNA	ENSMUSG00000097659.1	lncRNA	many-to-many
ENSG00000269082.1	lncRNA	ENSMUSG00000046088.8	pc	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000113760.1	lncRNA	many-to-many
ENSG00000179082.3	lncRNA	ENSMUSG00000047363.4	pc	one-to-one
ENSG00000227678.7	lncRNA	ENSMUSG00000039098.3	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077776.1	ncRNA	many-to-many
ENSG00000257599.2	lncRNA	ENSMUSG00000090639.1	pc	many-to-many
ENSG00000217576.7	lncRNA	ENSMUSG00000031533.4	pc	one-to-many
ENSG00000263798.2	lncRNA	ENSMUSG00000018669.14	pc	many-to-many
ENSG00000235590.7	lncRNA	ENSMUSG00000086537.7	lncRNA	one-to-many
ENSG00000268262.1	lncRNA	ENSMUSG00000030600.15	pc	one-to-many
ENSG00000253301.5	lncRNA	ENSMUSG00000000804.14	pc	many-to-many
ENSG00000266904.5	lncRNA	ENSMUSG00000010142.12	pc	many-to-many
ENSG00000266900.1	lncRNA	ENSMUSG00000026319.13	pc	many-to-many
ENSG00000270091.1	lncRNA	ENSMUSG00000072847.4	lncRNA	one-to-one
ENSG00000232347.1	lncRNA	ENSMUSG00000031079.12	pc	many-to-many
ENSG00000214783.9	lncRNA	ENSMUSG00000006143.12	pc	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000104780.1	other	many-to-many
ENSG00000259088.1	lncRNA	ENSMUSG00000113585.1	lncRNA	many-to-many
ENSG00000259992.1	lncRNA	ENSMUSG00000031952.5	pc	many-to-many
ENSG00000232973.11	lncRNA	ENSMUSG00000025922.9	other	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089334.1	ncRNA	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000112107.1	other	many-to-many
ENSG00000197989.13	lncRNA	ENSMUSG00000082334.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000114434.1	other	many-to-many
ENSG00000232347.1	lncRNA	ENSMUSG00000058883.16	pc	many-to-many
ENSG00000275210.1	lncRNA	ENSMUSG00000115072.1	pc	many-to-many
ENSG00000189295.13	lncRNA	ENSMUSG00000047696.16	pc	many-to-many
ENSG00000241679.2	lncRNA	ENSMUSG00000033350.7	pc	one-to-many
ENSG00000224961.1	lncRNA	ENSMUSG00000099683.1	lncRNA	one-to-one
ENSG00000279880.1	lncRNA	ENSMUSG00000062421.13	pc	many-to-many
ENSG00000228010.5	lncRNA	ENSMUSG00000100490.1	other	many-to-many
ENSG00000284534.1	lncRNA	ENSMUSG00000071428.2	pc	many-to-many
ENSG00000255248.7	lncRNA	ENSMUSG00000098092.1	other	many-to-many
ENSG00000248671.7	lncRNA	ENSMUSG00000084852.1	other	many-to-many
ENSG00000261215.1	lncRNA	ENSMUSG00000096826.1	pc	many-to-many
ENSG00000273784.4	lncRNA	ENSMUSG00000114642.1	other	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000082847.1	other	many-to-many
ENSG00000259363.5	lncRNA	ENSMUSG00000020640.10	pc	many-to-many
ENSG00000279501.1	lncRNA	ENSMUSG00000047342.17	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098092.1	other	many-to-many
ENSG00000267383.6	lncRNA	ENSMUSG00000100617.1	pc	many-to-many
ENSG00000272821.1	lncRNA	ENSMUSG00000008690.15	pc	one-to-many
ENSG00000254377.5	lncRNA	ENSMUSG00000093073.1	ncRNA	many-to-many
ENSG00000241772.2	lncRNA	ENSMUSG00000026771.14	pc	many-to-many
ENSG00000254458.1	lncRNA	ENSMUSG00000061451.13	pc	one-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000101854.2	lncRNA	many-to-many
ENSG00000260160.1	lncRNA	ENSMUSG00000055480.7	pc	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000082778.1	other	many-to-many
ENSG00000219665.8	lncRNA	ENSMUSG00000074830.4	other	many-to-many
ENSG00000279583.1	lncRNA	ENSMUSG00000030655.15	pc	one-to-many
ENSG00000282944.1	lncRNA	ENSMUSG00000007827.10	pc	many-to-many
ENSG00000268362.5	lncRNA	ENSMUSG00000100177.1	other	many-to-many
ENSG00000273333.2	lncRNA	ENSMUSG00000034673.14	pc	one-to-many
ENSG00000236740.6	lncRNA	ENSMUSG00000032355.16	pc	many-to-many
ENSG00000235494.1	lncRNA	ENSMUSG00000058030.4	pc	many-to-many
ENSG00000229274.1	lncRNA	ENSMUSG00000024677.13	pc	many-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000079169.3	pc	many-to-many
ENSG00000272755.1	lncRNA	ENSMUSG00000083390.1	other	many-to-many
ENSG00000260277.1	lncRNA	ENSMUSG00000108830.1	lncRNA	one-to-one
ENSG00000177410.12	lncRNA	ENSMUSG00000077698.1	ncRNA	many-to-many
ENSG00000258399.7	lncRNA	ENSMUSG00000102657.1	lncRNA	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077378.1	ncRNA	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000094765.1	ncRNA	many-to-many
ENSG00000257194.2	lncRNA	ENSMUSG00000102310.1	lncRNA	one-to-one
ENSG00000257084.1	lncRNA	ENSMUSG00000065474.1	ncRNA	many-to-many
ENSG00000214900.9	lncRNA	ENSMUSG00000098067.1	other	many-to-many
ENSG00000151303.11	lncRNA	ENSMUSG00000075370.10	pc	many-to-many
ENSG00000283398.1	lncRNA	ENSMUSG00000004947.15	pc	one-to-many
ENSG00000249252.5	lncRNA	ENSMUSG00000085720.8	lncRNA	one-to-many
ENSG00000227544.8	lncRNA	ENSMUSG00000100002.2	lncRNA	one-to-many
ENSG00000269749.1	lncRNA	ENSMUSG00000057842.14	pc	many-to-many
ENSG00000272661.1	lncRNA	ENSMUSG00000038181.16	pc	many-to-many
ENSG00000261060.1	lncRNA	ENSMUSG00000055013.15	pc	one-to-many
ENSG00000274929.1	lncRNA	ENSMUSG00000022106.14	pc	one-to-many
ENSG00000267827.5	lncRNA	ENSMUSG00000096433.1	pc	many-to-many
ENSG00000237773.5	lncRNA	ENSMUSG00000113741.1	lncRNA	one-to-one
ENSG00000229108.1	lncRNA	ENSMUSG00000101067.1	lncRNA	one-to-one
ENSG00000241860.6	lncRNA	ENSMUSG00000060261.15	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089552.1	ncRNA	many-to-many
ENSG00000256152.2	lncRNA	ENSMUSG00000000915.15	pc	one-to-many
ENSG00000215769.8	lncRNA	ENSMUSG00000018362.14	pc	one-to-many
ENSG00000244151.1	lncRNA	ENSMUSG00000028959.14	pc	many-to-many
ENSG00000273244.1	lncRNA	ENSMUSG00000095294.2	pc	many-to-many
ENSG00000242590.1	lncRNA	ENSMUSG00000041936.18	pc	one-to-many
ENSG00000243349.2	lncRNA	ENSMUSG00000090808.2	pc	many-to-many
ENSG00000261069.3	lncRNA	ENSMUSG00000093869.1	ncRNA	many-to-many
ENSG00000163597.14	lncRNA	ENSMUSG00000020812.17	pc	many-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000077519.1	ncRNA	many-to-many
ENSG00000273301.1	lncRNA	ENSMUSG00000054976.14	pc	one-to-many
ENSG00000260879.1	lncRNA	ENSMUSG00000105139.1	lncRNA	one-to-many
ENSG00000259244.1	lncRNA	ENSMUSG00000032307.16	pc	one-to-many
ENSG00000233016.6	lncRNA	ENSMUSG00000089123.1	ncRNA	many-to-many
ENSG00000260830.1	lncRNA	ENSMUSG00000097533.2	lncRNA	one-to-one
ENSG00000269110.1	lncRNA	ENSMUSG00000082338.1	other	many-to-many
ENSG00000279501.1	lncRNA	ENSMUSG00000000804.14	pc	many-to-many
ENSG00000251510.1	lncRNA	ENSMUSG00000045336.5	pc	many-to-many
ENSG00000257599.2	lncRNA	ENSMUSG00000104222.1	lncRNA	many-to-many
ENSG00000233145.1	lncRNA	ENSMUSG00000105111.1	other	many-to-many
