# Orthology table created using a modified version of ConnectOR (https://github.com/cobRNA/ConnectOR-optimized/)					
# by Sasti Gopal Das					
H_gene_id	H_gene_type	M_gene_id	M_gene_type	orthology_type	gencode_versions
ENSG00000232991.5	lncRNA	ENSMUSG00000127577.1	lncRNA	one-to-one	GENCODE.v47vsM282
ENSG00000267491.2	lncRNA	ENSMUSG00000136657.1	lncRNA	one-to-one	GENCODE.v47vsM283
ENSG00000304003.1	lncRNA	ENSMUSG00000129156.1	lncRNA	one-to-one	GENCODE.v47vsM284
ENSG00000303616.1	lncRNA	ENSMUSG00000113757.3	lncRNA	one-to-many	GENCODE.v47vsM285
ENSG00000298694.1	lncRNA	ENSMUSG00000127346.1	lncRNA	one-to-many	GENCODE.v47vsM286
ENSG00000249169.1	lncRNA	ENSMUSG00000102355.2	lncRNA	one-to-one	GENCODE.v47vsM287
ENSG00000257319.2	lncRNA	ENSMUSG00000130429.1	lncRNA	one-to-one	GENCODE.v47vsM288
ENSG00000251616.2	lncRNA	ENSMUSG00000143879.1	lncRNA	one-to-one	GENCODE.v47vsM289
ENSG00000294213.1	lncRNA	ENSMUSG00000124007.1	lncRNA	one-to-one	GENCODE.v47vsM290
ENSG00000294839.1	lncRNA	ENSMUSG00000108563.3	lncRNA	one-to-one	GENCODE.v47vsM291
ENSG00000249937.10	lncRNA	ENSMUSG00000097452.4	lncRNA	one-to-one	GENCODE.v47vsM292
ENSG00000245864.6	lncRNA	ENSMUSG00000097265.4	lncRNA	one-to-one	GENCODE.v47vsM293
ENSG00000295678.1	lncRNA	ENSMUSG00000102062.3	lncRNA	one-to-one	GENCODE.v47vsM294
ENSG00000247400.7	lncRNA	ENSMUSG00000119970.2	lncRNA	one-to-one	GENCODE.v47vsM295
ENSG00000236449.3	lncRNA	ENSMUSG00000085838.2	lncRNA	many-to-many	GENCODE.v47vsM296
ENSG00000287620.2	lncRNA	ENSMUSG00000111089.2	lncRNA	one-to-many	GENCODE.v47vsM297
ENSG00000283423.2	lncRNA	ENSMUSG00000110023.3	lncRNA	one-to-one	GENCODE.v47vsM298
ENSG00000304631.1	lncRNA	ENSMUSG00000140158.1	lncRNA	one-to-one	GENCODE.v47vsM299
ENSG00000288877.2	lncRNA	ENSMUSG00000120603.2	lncRNA	many-to-many	GENCODE.v47vsM300
ENSG00000234754.3	lncRNA	ENSMUSG00000102682.7	lncRNA	one-to-one	GENCODE.v47vsM301
ENSG00000288823.2	lncRNA	ENSMUSG00000137335.1	lncRNA	many-to-many	GENCODE.v47vsM302
ENSG00000305024.1	lncRNA	ENSMUSG00000139085.1	lncRNA	one-to-one	GENCODE.v47vsM303
ENSG00000299101.1	lncRNA	ENSMUSG00000140850.1	lncRNA	one-to-one	GENCODE.v47vsM304
ENSG00000258428.6	lncRNA	ENSMUSG00000142095.1	lncRNA	one-to-one	GENCODE.v47vsM305
ENSG00000305836.1	lncRNA	ENSMUSG00000131078.1	lncRNA	one-to-one	GENCODE.v47vsM306
ENSG00000235296.3	lncRNA	ENSMUSG00000084822.3	lncRNA	one-to-one	GENCODE.v47vsM307
ENSG00000286841.2	lncRNA	ENSMUSG00000098075.3	lncRNA	many-to-many	GENCODE.v47vsM308
ENSG00000287629.1	lncRNA	ENSMUSG00000111000.2	lncRNA	one-to-one	GENCODE.v47vsM309
ENSG00000297977.1	lncRNA	ENSMUSG00000120097.2	lncRNA	one-to-many	GENCODE.v47vsM310
ENSG00000299308.1	lncRNA	ENSMUSG00000101797.4	lncRNA	one-to-many	GENCODE.v47vsM311
ENSG00000234255.9	lncRNA	ENSMUSG00000124231.1	lncRNA	one-to-half	GENCODE.v47vsM312
ENSG00000245598.8	lncRNA	ENSMUSG00000097842.4	lncRNA	one-to-one	GENCODE.v47vsM313
ENSG00000196167.11	lncRNA	ENSMUSG00000044694.4	lncRNA	one-to-one	GENCODE.v47vsM314
ENSG00000309545.1	lncRNA	ENSMUSG00000123576.1	lncRNA	one-to-one	GENCODE.v47vsM315
ENSG00000257261.8	lncRNA	ENSMUSG00000128721.1	lncRNA	many-to-many	GENCODE.v47vsM316
ENSG00000233860.3	lncRNA	ENSMUSG00000142400.1	lncRNA	one-to-half	GENCODE.v47vsM317
ENSG00000277089.5	lncRNA	ENSMUSG00000120024.2	lncRNA	one-to-many	GENCODE.v47vsM318
ENSG00000290722.2	lncRNA	ENSMUSG00000121857.1	lncRNA	many-to-many	GENCODE.v47vsM319
ENSG00000298961.1	lncRNA	ENSMUSG00000085084.10	lncRNA	one-to-many	GENCODE.v47vsM320
ENSG00000299834.1	lncRNA	ENSMUSG00000130910.1	lncRNA	many-to-many	GENCODE.v47vsM321
ENSG00000235652.12	lncRNA	ENSMUSG00000097007.5	lncRNA	one-to-many	GENCODE.v47vsM322
ENSG00000253187.3	lncRNA	ENSMUSG00000143169.1	lncRNA	many-to-many	GENCODE.v47vsM323
ENSG00000296493.1	lncRNA	ENSMUSG00000133444.1	lncRNA	one-to-one	GENCODE.v47vsM324
ENSG00000225953.6	lncRNA	ENSMUSG00000087022.7	lncRNA	one-to-one	GENCODE.v47vsM325
ENSG00000253301.7	lncRNA	ENSMUSG00000121456.2	lncRNA	many-to-many	GENCODE.v47vsM326
ENSG00000229484.4	lncRNA	ENSMUSG00000103911.2	lncRNA	one-to-half	GENCODE.v47vsM327
ENSG00000305764.1	lncRNA	ENSMUSG00000110980.4	lncRNA	one-to-many	GENCODE.v47vsM328
ENSG00000287516.2	lncRNA	ENSMUSG00000103079.2	lncRNA	one-to-one	GENCODE.v47vsM329
ENSG00000306117.1	lncRNA	ENSMUSG00000123846.1	lncRNA	one-to-one	GENCODE.v47vsM330
ENSG00000261242.2	lncRNA	ENSMUSG00000132946.1	lncRNA	one-to-one	GENCODE.v47vsM331
ENSG00000309616.1	lncRNA	ENSMUSG00000127532.1	lncRNA	one-to-many	GENCODE.v47vsM332
ENSG00000302726.1	lncRNA	ENSMUSG00000134012.1	lncRNA	one-to-one	GENCODE.v47vsM333
ENSG00000249697.1	lncRNA	ENSMUSG00000104438.2	lncRNA	one-to-one	GENCODE.v47vsM334
ENSG00000308478.1	lncRNA	ENSMUSG00000087213.5	lncRNA	one-to-many	GENCODE.v47vsM335
ENSG00000261076.1	lncRNA	ENSMUSG00000112813.2	lncRNA	one-to-one	GENCODE.v47vsM336
ENSG00000303713.1	lncRNA	ENSMUSG00000140824.1	lncRNA	one-to-one	GENCODE.v47vsM337
ENSG00000298163.1	lncRNA	ENSMUSG00000123521.1	lncRNA	many-to-many	GENCODE.v47vsM338
ENSG00000289155.3	lncRNA	ENSMUSG00000120539.2	lncRNA	one-to-many	GENCODE.v47vsM339
ENSG00000299301.1	lncRNA	ENSMUSG00000101288.3	lncRNA	one-to-one	GENCODE.v47vsM340
ENSG00000262098.1	lncRNA	ENSMUSG00000085207.4	lncRNA	one-to-many	GENCODE.v47vsM341
ENSG00000302698.1	lncRNA	ENSMUSG00000140228.1	lncRNA	one-to-many	GENCODE.v47vsM342
ENSG00000214546.5	lncRNA	ENSMUSG00000122288.1	lncRNA	one-to-one	GENCODE.v47vsM343
ENSG00000289630.3	lncRNA	ENSMUSG00000097616.10	lncRNA	one-to-many	GENCODE.v47vsM344
ENSG00000302183.1	lncRNA	ENSMUSG00000130028.1	lncRNA	one-to-one	GENCODE.v47vsM345
ENSG00000254659.4	lncRNA	ENSMUSG00000111520.3	lncRNA	one-to-many	GENCODE.v47vsM346
ENSG00000259103.3	lncRNA	ENSMUSG00000121073.1	lncRNA	one-to-one	GENCODE.v47vsM347
ENSG00000228223.4	lncRNA	ENSMUSG00000102869.5	lncRNA	one-to-many	GENCODE.v47vsM348
ENSG00000289599.3	lncRNA	ENSMUSG00000120942.2	lncRNA	one-to-one	GENCODE.v47vsM349
ENSG00000229852.5	lncRNA	ENSMUSG00000139102.1	lncRNA	many-to-many	GENCODE.v47vsM350
ENSG00000305421.1	lncRNA	ENSMUSG00000085565.2	lncRNA	one-to-one	GENCODE.v47vsM351
ENSG00000232077.3	lncRNA	ENSMUSG00000127016.1	lncRNA	one-to-one	GENCODE.v47vsM352
ENSG00000273356.1	lncRNA	ENSMUSG00000142300.1	lncRNA	one-to-one	GENCODE.v47vsM353
ENSG00000296672.1	lncRNA	ENSMUSG00000132894.1	lncRNA	many-to-many	GENCODE.v47vsM354
ENSG00000228404.2	lncRNA	ENSMUSG00000085468.4	lncRNA	one-to-many	GENCODE.v47vsM355
ENSG00000204241.10	lncRNA	ENSMUSG00000110836.3	lncRNA	many-to-many	GENCODE.v47vsM356
ENSG00000251273.5	lncRNA	ENSMUSG00000102869.5	lncRNA	one-to-many	GENCODE.v47vsM357
ENSG00000309239.1	lncRNA	ENSMUSG00000138269.1	lncRNA	many-to-many	GENCODE.v47vsM358
ENSG00000300726.1	lncRNA	ENSMUSG00000142939.1	lncRNA	one-to-one	GENCODE.v47vsM359
ENSG00000290792.1	lncRNA	ENSMUSG00000093577.3	lncRNA	one-to-many	GENCODE.v47vsM360
ENSG00000260805.4	lncRNA	ENSMUSG00000073478.9	lncRNA	one-to-many	GENCODE.v47vsM361
ENSG00000236617.3	lncRNA	ENSMUSG00000086247.10	lncRNA	one-to-one	GENCODE.v47vsM362
ENSG00000224152.3	lncRNA	ENSMUSG00000086603.2	lncRNA	one-to-one	GENCODE.v47vsM363
ENSG00000231246.4	lncRNA	ENSMUSG00000051788.6	lncRNA	one-to-many	GENCODE.v47vsM364
ENSG00000228857.4	lncRNA	ENSMUSG00000102063.3	lncRNA	one-to-one	GENCODE.v47vsM365
ENSG00000237505.9	lncRNA	ENSMUSG00000105652.4	lncRNA	many-to-many	GENCODE.v47vsM366
ENSG00000294168.1	lncRNA	ENSMUSG00000132063.1	lncRNA	one-to-one	GENCODE.v47vsM367
ENSG00000300081.1	lncRNA	ENSMUSG00000128962.1	lncRNA	one-to-one	GENCODE.v47vsM368
ENSG00000259054.2	lncRNA	ENSMUSG00000130698.1	lncRNA	one-to-many	GENCODE.v47vsM369
ENSG00000245975.3	lncRNA	ENSMUSG00000074213.4	lncRNA	one-to-one	GENCODE.v47vsM370
ENSG00000293205.1	lncRNA	ENSMUSG00000141776.1	lncRNA	many-to-many	GENCODE.v47vsM371
ENSG00000153113.25	lncRNA	ENSMUSG00000114125.3	lncRNA	one-to-many	GENCODE.v47vsM372
ENSG00000250049.8	lncRNA	ENSMUSG00000100168.3	lncRNA	one-to-one	GENCODE.v47vsM373
ENSG00000294980.1	lncRNA	ENSMUSG00000100120.3	lncRNA	many-to-many	GENCODE.v47vsM374
ENSG00000289182.2	lncRNA	ENSMUSG00000043644.7	lncRNA	one-to-many	GENCODE.v47vsM375
ENSG00000260372.8	lncRNA	ENSMUSG00000117541.3	lncRNA	many-to-many	GENCODE.v47vsM376
ENSG00000293648.1	lncRNA	ENSMUSG00000100180.2	lncRNA	many-to-many	GENCODE.v47vsM377
ENSG00000226149.7	lncRNA	ENSMUSG00000112751.3	lncRNA	one-to-one	GENCODE.v47vsM378
ENSG00000292998.2	lncRNA	ENSMUSG00000132604.1	lncRNA	many-to-many	GENCODE.v47vsM379
ENSG00000305307.1	lncRNA	ENSMUSG00000131167.1	lncRNA	one-to-one	GENCODE.v47vsM380
ENSG00000309004.1	lncRNA	ENSMUSG00000134659.1	lncRNA	one-to-one	GENCODE.v47vsM381
ENSG00000289469.3	lncRNA	ENSMUSG00000107798.3	lncRNA	one-to-many	GENCODE.v47vsM382
ENSG00000289836.2	lncRNA	ENSMUSG00000139155.1	lncRNA	one-to-one	GENCODE.v47vsM383
ENSG00000248859.3	lncRNA	ENSMUSG00000125900.1	lncRNA	one-to-many	GENCODE.v47vsM384
ENSG00000276984.1	lncRNA	ENSMUSG00000133156.1	lncRNA	one-to-one	GENCODE.v47vsM385
ENSG00000308151.1	lncRNA	ENSMUSG00000097325.4	lncRNA	one-to-many	GENCODE.v47vsM386
ENSG00000261758.2	lncRNA	ENSMUSG00000132428.1	lncRNA	one-to-one	GENCODE.v47vsM387
ENSG00000303267.1	lncRNA	ENSMUSG00000134169.1	lncRNA	one-to-one	GENCODE.v47vsM388
ENSG00000305830.1	lncRNA	ENSMUSG00000043488.8	lncRNA	one-to-many	GENCODE.v47vsM389
ENSG00000238184.1	lncRNA	ENSMUSG00000059277.15	lncRNA	one-to-one	GENCODE.v47vsM390
ENSG00000177340.5	lncRNA	ENSMUSG00000085355.5	lncRNA	one-to-one	GENCODE.v47vsM391
ENSG00000232973.15	lncRNA	ENSMUSG00000117426.3	lncRNA	many-to-many	GENCODE.v47vsM392
ENSG00000300624.1	lncRNA	ENSMUSG00000097431.5	lncRNA	one-to-one	GENCODE.v47vsM393
ENSG00000303409.1	lncRNA	ENSMUSG00000138339.1	lncRNA	one-to-one	GENCODE.v47vsM394
ENSG00000304504.1	lncRNA	ENSMUSG00000114348.3	lncRNA	one-to-one	GENCODE.v47vsM395
ENSG00000286829.2	lncRNA	ENSMUSG00000118449.3	lncRNA	one-to-one	GENCODE.v47vsM396
ENSG00000247151.8	lncRNA	ENSMUSG00000139918.1	lncRNA	many-to-many	GENCODE.v47vsM397
ENSG00000294697.1	lncRNA	ENSMUSG00000120842.2	lncRNA	one-to-many	GENCODE.v47vsM398
ENSG00000300745.1	lncRNA	ENSMUSG00000116799.3	lncRNA	one-to-one	GENCODE.v47vsM399
ENSG00000248373.8	lncRNA	ENSMUSG00000122997.1	lncRNA	one-to-many	GENCODE.v47vsM400
ENSG00000309200.1	lncRNA	ENSMUSG00000131753.1	lncRNA	one-to-half	GENCODE.v47vsM401
ENSG00000280870.4	lncRNA	ENSMUSG00000087620.10	lncRNA	one-to-one	GENCODE.v47vsM402
ENSG00000229345.2	lncRNA	ENSMUSG00000113453.3	lncRNA	one-to-one	GENCODE.v47vsM403
ENSG00000215424.11	lncRNA	ENSMUSG00000124407.1	lncRNA	one-to-one	GENCODE.v47vsM404
ENSG00000234350.8	lncRNA	ENSMUSG00000132287.1	lncRNA	one-to-many	GENCODE.v47vsM405
ENSG00000257842.7	lncRNA	ENSMUSG00000137888.1	lncRNA	one-to-one	GENCODE.v47vsM406
ENSG00000221883.5	lncRNA	ENSMUSG00000140520.1	lncRNA	one-to-one	GENCODE.v47vsM407
ENSG00000296452.1	lncRNA	ENSMUSG00000121683.1	lncRNA	one-to-many	GENCODE.v47vsM408
ENSG00000244040.8	lncRNA	ENSMUSG00000091272.3	lncRNA	many-to-many	GENCODE.v47vsM409
ENSG00000272902.2	lncRNA	ENSMUSG00000126978.1	lncRNA	one-to-one	GENCODE.v47vsM410
ENSG00000310508.1	lncRNA	ENSMUSG00000129933.1	lncRNA	many-to-many	GENCODE.v47vsM411
ENSG00000295873.1	lncRNA	ENSMUSG00000112666.3	lncRNA	many-to-many	GENCODE.v47vsM412
ENSG00000308298.1	lncRNA	ENSMUSG00000097930.5	lncRNA	many-to-many	GENCODE.v47vsM413
ENSG00000310173.1	lncRNA	ENSMUSG00000086396.3	lncRNA	one-to-one	GENCODE.v47vsM414
ENSG00000306427.1	lncRNA	ENSMUSG00000086565.2	lncRNA	one-to-one	GENCODE.v47vsM415
ENSG00000198454.3	lncRNA	ENSMUSG00000120226.2	lncRNA	one-to-one	GENCODE.v47vsM416
ENSG00000296027.1	lncRNA	ENSMUSG00000126408.1	lncRNA	one-to-many	GENCODE.v47vsM417
ENSG00000273639.7	lncRNA	ENSMUSG00000124996.1	lncRNA	many-to-many	GENCODE.v47vsM418
ENSG00000286373.2	lncRNA	ENSMUSG00000138095.1	lncRNA	one-to-many	GENCODE.v47vsM419
ENSG00000293668.1	lncRNA	ENSMUSG00000131699.1	lncRNA	one-to-many	GENCODE.v47vsM420
ENSG00000291094.2	lncRNA	ENSMUSG00000143583.1	lncRNA	many-to-many	GENCODE.v47vsM421
ENSG00000227036.11	lncRNA	ENSMUSG00000085421.4	lncRNA	one-to-many	GENCODE.v47vsM422
ENSG00000298131.1	lncRNA	ENSMUSG00000135043.1	lncRNA	one-to-many	GENCODE.v47vsM423
ENSG00000285637.3	lncRNA	ENSMUSG00000143431.1	lncRNA	many-to-many	GENCODE.v47vsM424
ENSG00000261105.7	lncRNA	ENSMUSG00000053821.6	lncRNA	one-to-one	GENCODE.v47vsM425
ENSG00000230937.14	lncRNA	ENSMUSG00000097850.4	lncRNA	many-to-many	GENCODE.v47vsM426
ENSG00000296095.1	lncRNA	ENSMUSG00000129810.1	lncRNA	many-to-many	GENCODE.v47vsM427
ENSG00000298277.1	lncRNA	ENSMUSG00000139505.1	lncRNA	one-to-one	GENCODE.v47vsM428
ENSG00000272406.2	lncRNA	ENSMUSG00000126625.1	lncRNA	one-to-one	GENCODE.v47vsM429
ENSG00000258489.5	lncRNA	ENSMUSG00000100664.3	lncRNA	one-to-one	GENCODE.v47vsM430
ENSG00000254718.7	lncRNA	ENSMUSG00000143919.1	lncRNA	one-to-many	GENCODE.v47vsM431
ENSG00000307332.1	lncRNA	ENSMUSG00000097760.4	lncRNA	one-to-one	GENCODE.v47vsM432
ENSG00000303693.1	lncRNA	ENSMUSG00000135954.1	lncRNA	one-to-one	GENCODE.v47vsM433
ENSG00000282925.1	lncRNA	ENSMUSG00000127502.1	lncRNA	one-to-one	GENCODE.v47vsM434
ENSG00000232643.3	lncRNA	ENSMUSG00000087647.3	lncRNA	one-to-one	GENCODE.v47vsM435
ENSG00000249526.2	lncRNA	ENSMUSG00000118347.4	lncRNA	one-to-many	GENCODE.v47vsM436
ENSG00000251363.4	lncRNA	ENSMUSG00000102199.2	lncRNA	one-to-one	GENCODE.v47vsM437
ENSG00000302227.1	lncRNA	ENSMUSG00000122423.1	lncRNA	one-to-one	GENCODE.v47vsM438
ENSG00000305690.1	lncRNA	ENSMUSG00000113784.3	lncRNA	many-to-many	GENCODE.v47vsM439
ENSG00000294960.1	lncRNA	ENSMUSG00000124248.1	lncRNA	one-to-one	GENCODE.v47vsM440
ENSG00000246316.8	lncRNA	ENSMUSG00000098284.10	lncRNA	one-to-one	GENCODE.v47vsM441
ENSG00000304959.1	lncRNA	ENSMUSG00000134837.1	lncRNA	one-to-one	GENCODE.v47vsM442
ENSG00000308369.1	lncRNA	ENSMUSG00000047935.20	lncRNA	one-to-many	GENCODE.v47vsM443
ENSG00000286604.2	lncRNA	ENSMUSG00000128921.1	lncRNA	one-to-one	GENCODE.v47vsM444
ENSG00000225497.6	lncRNA	ENSMUSG00000100100.2	lncRNA	one-to-one	GENCODE.v47vsM445
ENSG00000223765.4	lncRNA	ENSMUSG00000101227.3	lncRNA	one-to-many	GENCODE.v47vsM446
ENSG00000215386.16	lncRNA	ENSMUSG00000096870.6	lncRNA	many-to-many	GENCODE.v47vsM447
ENSG00000231826.9	lncRNA	ENSMUSG00000103015.2	lncRNA	many-to-many	GENCODE.v47vsM448
ENSG00000286638.3	lncRNA	ENSMUSG00000097146.3	lncRNA	one-to-one	GENCODE.v47vsM449
ENSG00000295023.1	lncRNA	ENSMUSG00000055833.16	lncRNA	one-to-one	GENCODE.v47vsM450
ENSG00000305728.1	lncRNA	ENSMUSG00000031559.17	lncRNA	one-to-one	GENCODE.v47vsM451
ENSG00000300034.1	lncRNA	ENSMUSG00000131100.1	lncRNA	one-to-one	GENCODE.v47vsM452
ENSG00000287084.3	lncRNA	ENSMUSG00000112238.3	lncRNA	one-to-one	GENCODE.v47vsM453
ENSG00000300614.1	lncRNA	ENSMUSG00000127227.1	lncRNA	one-to-one	GENCODE.v47vsM454
ENSG00000304254.1	lncRNA	ENSMUSG00000119973.2	lncRNA	one-to-many	GENCODE.v47vsM455
ENSG00000286943.1	lncRNA	ENSMUSG00000109002.3	lncRNA	one-to-one	GENCODE.v47vsM456
ENSG00000262869.2	lncRNA	ENSMUSG00000135641.1	lncRNA	one-to-one	GENCODE.v47vsM457
ENSG00000310213.1	lncRNA	ENSMUSG00000132054.1	lncRNA	one-to-one	GENCODE.v47vsM458
ENSG00000304748.1	lncRNA	ENSMUSG00000139214.1	lncRNA	one-to-many	GENCODE.v47vsM459
ENSG00000299831.1	lncRNA	ENSMUSG00000137720.1	lncRNA	one-to-many	GENCODE.v47vsM460
ENSG00000290400.2	lncRNA	ENSMUSG00000143864.1	lncRNA	many-to-many	GENCODE.v47vsM461
ENSG00000253868.5	lncRNA	ENSMUSG00000131189.1	lncRNA	one-to-one	GENCODE.v47vsM462
ENSG00000286263.2	lncRNA	ENSMUSG00000110626.3	lncRNA	one-to-one	GENCODE.v47vsM463
ENSG00000234625.2	lncRNA	ENSMUSG00000103140.2	lncRNA	one-to-one	GENCODE.v47vsM464
ENSG00000249328.4	lncRNA	ENSMUSG00000124847.1	lncRNA	one-to-many	GENCODE.v47vsM465
ENSG00000225882.2	lncRNA	ENSMUSG00000123062.1	lncRNA	one-to-one	GENCODE.v47vsM466
ENSG00000228427.6	lncRNA	ENSMUSG00000143148.1	lncRNA	one-to-many	GENCODE.v47vsM467
ENSG00000305025.1	lncRNA	ENSMUSG00000143212.1	lncRNA	one-to-one	GENCODE.v47vsM468
ENSG00000246366.8	lncRNA	ENSMUSG00000120948.2	lncRNA	one-to-one	GENCODE.v47vsM469
ENSG00000306853.1	lncRNA	ENSMUSG00000136948.1	lncRNA	one-to-one	GENCODE.v47vsM470
ENSG00000305090.1	lncRNA	ENSMUSG00000111413.3	lncRNA	one-to-one	GENCODE.v47vsM471
ENSG00000255693.4	lncRNA	ENSMUSG00000112846.3	lncRNA	one-to-many	GENCODE.v47vsM472
ENSG00000246523.11	lncRNA	ENSMUSG00000109199.2	lncRNA	many-to-many	GENCODE.v47vsM473
ENSG00000251205.4	lncRNA	ENSMUSG00000118117.4	lncRNA	one-to-one	GENCODE.v47vsM474
ENSG00000299946.1	lncRNA	ENSMUSG00000132672.1	lncRNA	one-to-one	GENCODE.v47vsM475
ENSG00000303741.1	lncRNA	ENSMUSG00000115767.2	lncRNA	one-to-one	GENCODE.v47vsM476
ENSG00000234494.9	lncRNA	ENSMUSG00000078700.13	lncRNA	one-to-many	GENCODE.v47vsM477
ENSG00000279590.1	lncRNA	ENSMUSG00000130143.1	lncRNA	one-to-many	GENCODE.v47vsM478
ENSG00000296722.1	lncRNA	ENSMUSG00000144091.1	lncRNA	one-to-one	GENCODE.v47vsM479
ENSG00000304718.1	lncRNA	ENSMUSG00000086896.3	lncRNA	one-to-one	GENCODE.v47vsM480
ENSG00000288768.2	lncRNA	ENSMUSG00000142816.1	lncRNA	one-to-one	GENCODE.v47vsM481
ENSG00000302049.1	lncRNA	ENSMUSG00000119948.2	lncRNA	many-to-many	GENCODE.v47vsM482
ENSG00000289059.2	lncRNA	ENSMUSG00000138003.1	lncRNA	one-to-one	GENCODE.v47vsM483
ENSG00000225206.13	lncRNA	ENSMUSG00000097311.10	lncRNA	many-to-many	GENCODE.v47vsM484
ENSG00000241042.2	lncRNA	ENSMUSG00000130059.1	lncRNA	one-to-many	GENCODE.v47vsM485
ENSG00000296061.1	lncRNA	ENSMUSG00000140667.1	lncRNA	one-to-one	GENCODE.v47vsM486
ENSG00000263072.11	lncRNA	ENSMUSG00000117322.3	lncRNA	one-to-one	GENCODE.v47vsM487
ENSG00000305844.1	lncRNA	ENSMUSG00000043488.8	lncRNA	one-to-many	GENCODE.v47vsM488
ENSG00000299303.1	lncRNA	ENSMUSG00000097428.3	lncRNA	one-to-one	GENCODE.v47vsM489
ENSG00000229750.2	lncRNA	ENSMUSG00000122568.1	lncRNA	one-to-many	GENCODE.v47vsM490
ENSG00000232920.2	lncRNA	ENSMUSG00000140390.1	lncRNA	one-to-many	GENCODE.v47vsM491
ENSG00000303728.1	lncRNA	ENSMUSG00000125746.1	lncRNA	one-to-one	GENCODE.v47vsM492
ENSG00000309281.1	lncRNA	ENSMUSG00000130467.1	lncRNA	one-to-one	GENCODE.v47vsM493
ENSG00000291095.2	lncRNA	ENSMUSG00000141783.1	lncRNA	many-to-many	GENCODE.v47vsM494
ENSG00000306756.1	lncRNA	ENSMUSG00000141168.1	lncRNA	one-to-one	GENCODE.v47vsM495
ENSG00000287019.2	lncRNA	ENSMUSG00000121814.1	lncRNA	many-to-many	GENCODE.v47vsM496
ENSG00000286285.2	lncRNA	ENSMUSG00000138534.1	lncRNA	one-to-one	GENCODE.v47vsM497
ENSG00000288659.4	lncRNA	ENSMUSG00000132904.1	lncRNA	one-to-half	GENCODE.v47vsM498
ENSG00000250244.6	lncRNA	ENSMUSG00000087668.2	lncRNA	one-to-one	GENCODE.v47vsM499
ENSG00000258727.2	lncRNA	ENSMUSG00000136573.1	lncRNA	one-to-one	GENCODE.v47vsM500
ENSG00000279302.3	lncRNA	ENSMUSG00000143296.1	lncRNA	one-to-many	GENCODE.v47vsM501
ENSG00000226891.10	lncRNA	ENSMUSG00000085721.4	lncRNA	many-to-many	GENCODE.v47vsM502
ENSG00000241158.7	lncRNA	ENSMUSG00000048636.9	lncRNA	one-to-one	GENCODE.v47vsM503
ENSG00000254946.3	lncRNA	ENSMUSG00000143724.1	lncRNA	one-to-many	GENCODE.v47vsM504
ENSG00000287831.1	lncRNA	ENSMUSG00000129910.1	lncRNA	one-to-many	GENCODE.v47vsM505
ENSG00000281091.4	lncRNA	ENSMUSG00000125996.1	lncRNA	many-to-many	GENCODE.v47vsM506
ENSG00000307488.1	lncRNA	ENSMUSG00000123276.1	lncRNA	one-to-one	GENCODE.v47vsM507
ENSG00000297359.1	lncRNA	ENSMUSG00000101224.3	lncRNA	one-to-many	GENCODE.v47vsM508
ENSG00000230730.2	lncRNA	ENSMUSG00000107036.3	lncRNA	one-to-one	GENCODE.v47vsM509
ENSG00000286883.1	lncRNA	ENSMUSG00000121056.2	lncRNA	one-to-many	GENCODE.v47vsM510
ENSG00000289087.2	lncRNA	ENSMUSG00000110101.3	lncRNA	one-to-one	GENCODE.v47vsM511
ENSG00000286491.4	lncRNA	ENSMUSG00000123387.1	lncRNA	one-to-one	GENCODE.v47vsM512
ENSG00000303579.1	lncRNA	ENSMUSG00000113589.2	lncRNA	one-to-one	GENCODE.v47vsM513
ENSG00000303143.1	lncRNA	ENSMUSG00000141135.1	lncRNA	one-to-one	GENCODE.v47vsM514
ENSG00000305031.1	lncRNA	ENSMUSG00000117592.3	lncRNA	one-to-one	GENCODE.v47vsM515
ENSG00000203706.10	lncRNA	ENSMUSG00000089812.5	lncRNA	one-to-one	GENCODE.v47vsM516
ENSG00000257551.2	lncRNA	ENSMUSG00000102158.3	lncRNA	one-to-one	GENCODE.v47vsM517
ENSG00000265179.10	lncRNA	ENSMUSG00000139347.1	lncRNA	one-to-one	GENCODE.v47vsM518
ENSG00000304056.1	lncRNA	ENSMUSG00000127235.1	lncRNA	many-to-many	GENCODE.v47vsM519
ENSG00000298284.1	lncRNA	ENSMUSG00000141277.1	lncRNA	one-to-many	GENCODE.v47vsM520
ENSG00000300023.1	lncRNA	ENSMUSG00000134318.1	lncRNA	one-to-one	GENCODE.v47vsM521
ENSG00000288061.4	lncRNA	ENSMUSG00000087135.9	lncRNA	one-to-many	GENCODE.v47vsM522
ENSG00000235478.7	lncRNA	ENSMUSG00000132549.1	lncRNA	one-to-one	GENCODE.v47vsM523
ENSG00000307439.1	lncRNA	ENSMUSG00000135913.1	lncRNA	one-to-many	GENCODE.v47vsM524
ENSG00000300068.1	lncRNA	ENSMUSG00000126744.1	lncRNA	one-to-one	GENCODE.v47vsM525
ENSG00000241163.11	lncRNA	ENSMUSG00000108151.3	lncRNA	one-to-many	GENCODE.v47vsM526
ENSG00000278709.2	lncRNA	ENSMUSG00000087600.4	lncRNA	one-to-one	GENCODE.v47vsM527
ENSG00000239523.9	lncRNA	ENSMUSG00000142384.1	lncRNA	one-to-many	GENCODE.v47vsM528
ENSG00000309391.1	lncRNA	ENSMUSG00000138924.1	lncRNA	one-to-one	GENCODE.v47vsM529
